ID,Name,Position,Team,Pick,Year,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
147,Darron Lee,LB,Jets,20,2016,387.0,5925.0,1074.0,5.5,24.0,8.0,329.0,362.0,604.0,4057.0,33.0,16.0,6.5,210.0,448.0,1868.0,11.0,4.2,99.0,96.0,787.0,20.0,199.0,35.7,11.6,29.2,2.52,5.56,29.6,1.95,314.0,5098.0,1013.0,5.0,30.0,12.0,271.0,343.0,601.0,3763.0,25.0,18.0,5.9,185.0,373.0,1335.0,4.0,3.6,62.0,90.0,767.0,24.0,194.0,28.4,14.4,27.8,2.42,5.4,26.2,1.45,11.0,10.0,17.0,7.0,14.0,15.0,13.0,8.0,23.0,15.0,10.0,10.0,16.0,14.0,14.0,15.0,8.0,18.0,21.0,20.0,10.0,9.0,4.0,3.0,9.0,1.0,23.0,13.0,15.0,5.0,7.0,4.0,2.0,1.0,3.0,28.0,6.0,19.0,5.0,3.0,3.0,4.0
148,Will Fuller,WR,Texans,21,2016,339.0,5564.0,1127.0,4.9,20.0,8.0,335.0,358.0,619.0,3833.0,29.0,12.0,5.9,210.0,472.0,1731.0,7.0,3.7,90.0,107.0,910.0,35.0,204.0,28.9,9.8,25.5,2.42,5.66,27.3,1.57,313.0,4963.0,986.0,5.0,25.0,11.0,281.0,326.0,553.0,3366.0,24.0,14.0,5.6,173.0,388.0,1597.0,10.0,4.1,79.0,116.0,991.0,29.0,198.0,27.3,11.1,29.3,2.37,5.1,25.0,1.51,21.0,19.0,11.0,7.0,10.0,9.0,18.0,15.0,11.0,26.0,5.0,15.0,24.0,28.0,28.0,22.0,29.0,26.0,16.0,28.0,25.0,7.0,3.0,12.0,11.0,3.0,14.0,3.0,11.0,13.0,3.0,8.0,10.0,10.0,17.0,30.0,21.0,29.0,2.0,1.0,2.0,6.0
149,Josh Doctson,WR,Redskins,22,2016,388.0,5661.0,1011.0,5.6,22.0,11.0,317.0,386.0,555.0,4095.0,30.0,11.0,7.0,208.0,429.0,1566.0,9.0,3.7,81.0,105.0,828.0,28.0,180.0,36.1,11.1,27.0,2.82,5.78,31.5,1.95,379.0,6090.0,1010.0,6.0,27.0,16.0,329.0,354.0,566.0,4128.0,30.0,11.0,6.8,202.0,406.0,1962.0,10.0,4.8,103.0,112.0,955.0,24.0,181.0,35.4,14.9,27.3,2.52,5.7,33.6,1.97,10.0,17.0,15.0,22.0,17.0,20.0,11.0,13.0,9.0,6.0,14.0,20.0,20.0,30.0,12.0,18.0,18.0,6.0,13.0,9.0,12.0,17.0,28.0,8.0,1.0,22.0,17.0,25.0,22.0,21.0,26.0,11.0,26.0,10.0,31.0,16.0,5.0,14.0,7.0,17.0,28.0,19.0
150,Laquon Treadwell,WR,Vikings,23,2016,365.0,5139.0,973.0,5.3,17.0,8.0,297.0,294.0,454.0,2928.0,14.0,9.0,5.9,153.0,474.0,2211.0,18.0,4.7,113.0,88.0,797.0,31.0,172.0,38.4,9.3,30.2,2.83,5.88,29.9,1.9,302.0,5510.0,1015.0,5.4,22.0,9.0,318.0,359.0,561.0,3762.0,24.0,13.0,6.2,189.0,411.0,1748.0,7.0,4.3,94.0,109.0,875.0,35.0,177.0,33.3,11.9,25.5,2.7,5.9,31.1,1.7,16.0,29.0,4.0,7.0,28.0,32.0,31.0,31.0,5.0,25.0,4.0,4.0,4.0,4.0,7.0,26.0,3.0,5.0,10.0,18.0,14.0,5.0,13.0,19.0,16.0,16.0,15.0,12.0,11.0,17.0,12.0,14.0,17.0,3.0,21.0,19.0,15.0,5.0,25.0,28.0,20.0,12.0
151,William Jackson III,DB,Bengals,24,2016,419.0,5728.0,1004.0,5.7,17.0,8.0,324.0,334.0,505.0,3923.0,31.0,9.0,7.3,191.0,467.0,1805.0,18.0,3.9,99.0,111.0,917.0,34.0,182.0,39.6,9.3,30.1,2.75,5.67,31.2,2.26,279.0,5453.0,1032.0,5.3,28.0,7.0,307.0,415.0,646.0,3976.0,18.0,21.0,5.8,202.0,344.0,1477.0,8.0,4.3,74.0,116.0,1063.0,31.0,180.0,28.9,15.0,24.7,2.65,5.9,30.3,1.44,7.0,15.0,4.0,7.0,15.0,26.0,15.0,11.0,5.0,3.0,7.0,13.0,4.0,23.0,6.0,25.0,4.0,10.0,15.0,11.0,5.0,2.0,11.0,6.0,27.0,10.0,31.0,20.0,2.0,3.0,6.0,1.0,7.0,6.0,22.0,27.0,4.0,4.0,19.0,27.0,14.0,3.0
152,Artie Burns,DB,Steelers,25,2016,423.0,6327.0,1011.0,6.3,28.0,7.0,331.0,391.0,590.0,4603.0,26.0,21.0,7.4,207.0,388.0,1724.0,16.0,4.4,91.0,94.0,868.0,33.0,190.0,40.5,13.7,28.2,2.5,5.54,33.3,2.1,319.0,5809.0,1055.0,5.5,30.0,13.0,327.0,402.0,625.0,4350.0,29.0,17.0,6.5,231.0,382.0,1459.0,6.0,3.8,71.0,121.0,1199.0,25.0,189.0,32.3,14.3,28.3,2.62,5.7,30.5,1.71,4.0,3.0,22.0,2.0,12.0,16.0,3.0,16.0,29.0,2.0,24.0,16.0,6.0,8.0,5.0,11.0,10.0,21.0,23.0,7.0,7.0,11.0,21.0,3.0,4.0,21.0,27.0,30.0,19.0,6.0,17.0,6.0,5.0,2.0,6.0,21.0,7.0,22.0,15.0,18.0,17.0,13.0
153,Paxton Lynch,QB,Broncos,26,2016,355.0,5688.0,1056.0,5.4,31.0,8.0,314.0,368.0,606.0,3970.0,19.0,23.0,6.2,201.0,411.0,1718.0,13.0,4.2,85.0,115.0,1063.0,28.0,199.0,31.2,15.1,25.9,2.45,5.48,28.6,1.58,296.0,4530.0,1033.0,4.4,27.0,13.0,289.0,344.0,573.0,3193.0,19.0,14.0,5.1,162.0,408.0,1337.0,10.0,3.3,81.0,104.0,773.0,46.0,201.0,26.9,11.9,29.5,2.43,5.3,22.5,1.38,19.0,16.0,29.0,7.0,19.0,13.0,14.0,28.0,32.0,21.0,17.0,17.0,12.0,13.0,24.0,6.0,27.0,24.0,25.0,23.0,24.0,4.0,1.0,8.0,4.0,5.0,18.0,1.0,3.0,13.0,1.0,13.0,3.0,10.0,1.0,31.0,14.0,30.0,6.0,2.0,1.0,1.0
154,Kenny Clark,DT,Packers,27,2016,368.0,5353.0,1056.0,5.1,17.0,9.0,317.0,348.0,573.0,3503.0,31.0,8.0,5.7,173.0,436.0,1850.0,8.0,4.2,100.0,105.0,906.0,44.0,192.0,33.3,8.9,28.1,2.52,5.65,27.8,1.83,323.0,5547.0,1014.0,5.5,22.0,6.0,300.0,321.0,551.0,3642.0,20.0,16.0,6.1,183.0,420.0,1905.0,13.0,4.5,96.0,120.0,1107.0,21.0,182.0,31.3,11.5,26.5,2.62,5.7,30.4,1.66,15.0,23.0,4.0,15.0,17.0,18.0,25.0,11.0,3.0,31.0,12.0,12.0,21.0,11.0,20.0,27.0,11.0,18.0,18.0,26.0,19.0,12.0,15.0,19.0,29.0,8.0,13.0,6.0,6.0,9.0,11.0,18.0,21.0,23.0,29.0,24.0,19.0,9.0,15.0,16.0,15.0,11.0
155,Joshua Garnett,G,49ers,28,2016,238.0,4860.0,969.0,5.0,17.0,5.0,261.0,322.0,526.0,3316.0,16.0,12.0,5.7,154.0,390.0,1544.0,7.0,4.0,83.0,113.0,823.0,24.0,182.0,25.8,8.2,23.7,2.35,5.47,26.6,1.28,387.0,6199.0,1081.0,5.7,12.0,3.0,356.0,375.0,549.0,4179.0,21.0,9.0,7.2,199.0,504.0,2020.0,20.0,4.0,128.0,112.0,920.0,29.0,182.0,37.9,6.6,28.9,3.0,6.1,34.0,2.04,32.0,31.0,4.0,1.0,31.0,24.0,29.0,29.0,11.0,28.0,23.0,21.0,24.0,20.0,29.0,30.0,31.0,28.0,26.0,29.0,32.0,18.0,29.0,31.0,30.0,28.0,12.0,27.0,7.0,26.0,30.0,32.0,29.0,31.0,12.0,8.0,31.0,25.0,32.0,32.0,30.0,25.0
156,Robert Nkemdiche,DT,Cardinals,29,2016,489.0,6533.0,1041.0,6.3,24.0,11.0,373.0,353.0,562.0,4616.0,35.0,13.0,7.8,237.0,452.0,1917.0,16.0,4.2,92.0,94.0,758.0,44.0,186.0,42.5,11.8,27.8,2.75,5.77,35.1,2.37,313.0,5147.0,982.0,5.2,33.0,14.0,284.0,343.0,573.0,3687.0,24.0,19.0,6.1,177.0,373.0,1460.0,9.0,3.9,79.0,130.0,1202.0,28.0,186.0,31.7,16.7,27.2,2.4,5.4,27.6,1.66,2.0,1.0,17.0,22.0,2.0,19.0,2.0,3.0,17.0,1.0,9.0,8.0,6.0,12.0,3.0,14.0,14.0,10.0,14.0,2.0,2.0,7.0,5.0,2.0,3.0,4.0,18.0,8.0,11.0,4.0,9.0,4.0,6.0,8.0,9.0,23.0,2.0,13.0,3.0,4.0,6.0,10.0
157,Vernon Butler,DT,Panthers,30,2016,500.0,5871.0,1060.0,5.5,19.0,9.0,357.0,300.0,501.0,3589.0,35.0,10.0,6.7,197.0,526.0,2282.0,19.0,4.3,136.0,103.0,887.0,24.0,198.0,42.9,9.6,30.7,2.58,5.54,29.9,2.4,308.0,5167.0,1058.0,4.9,39.0,15.0,298.0,390.0,650.0,3752.0,21.0,24.0,5.4,198.0,364.0,1415.0,11.0,3.9,74.0,99.0,822.0,26.0,196.0,26.5,19.4,27.1,2.33,5.5,26.2,1.45,1.0,11.0,8.0,15.0,4.0,27.0,24.0,3.0,8.0,9.0,1.0,2.0,1.0,10.0,2.0,24.0,2.0,17.0,24.0,17.0,1.0,6.0,6.0,1.0,2.0,6.0,32.0,11.0,7.0,1.0,2.0,3.0,4.0,17.0,7.0,32.0,1.0,11.0,1.0,8.0,4.0,5.0
158,Germain Ifedi,G,Seahawks,31,2016,423.0,6058.0,1035.0,5.9,16.0,8.0,335.0,333.0,489.0,3790.0,34.0,8.0,7.1,190.0,500.0,2268.0,10.0,4.5,128.0,117.0,1007.0,17.0,174.0,42.0,8.6,29.2,2.97,6.13,34.6,2.27,277.0,4668.0,947.0,4.9,23.0,9.0,273.0,333.0,548.0,3364.0,14.0,14.0,5.8,175.0,362.0,1304.0,10.0,3.6,71.0,94.0,795.0,27.0,174.0,29.3,13.2,23.8,2.65,5.6,26.9,1.43,4.0,4.0,3.0,7.0,10.0,28.0,20.0,6.0,3.0,5.0,3.0,3.0,18.0,7.0,4.0,28.0,8.0,1.0,4.0,3.0,4.0,1.0,2.0,16.0,16.0,2.0,11.0,2.0,1.0,13.0,5.0,2.0,1.0,10.0,4.0,25.0,10.0,1.0,19.0,11.0,5.0,2.0
159,Jameis Winston,QB,Buccaneers,1,2015,277.0,4672.0,936.0,5.0,33.0,13.0,263.0,301.0,531.0,3297.0,21.0,20.0,5.7,162.0,353.0,1375.0,7.0,3.9,72.0,118.0,939.0,29.0,180.0,26.7,17.2,26.6,2.43,5.33,25.8,1.42,410.0,5903.0,1067.0,5.5,25.0,11.0,353.0,387.0,563.0,4084.0,28.0,14.0,6.8,223.0,468.0,1819.0,15.0,3.9,103.0,106.0,935.0,27.0,185.0,38.9,13.0,31.2,2.87,6.0,31.8,2.1,29.0,30.0,31.0,25.0,30.0,21.0,25.0,20.0,31.0,29.0,31.0,29.0,27.0,24.0,29.0,2.0,23.0,26.0,28.0,29.0,29.0,25.0,25.0,14.0,10.0,30.0,21.0,28.0,22.0,14.0,26.0,27.0,19.0,24.0,7.0,7.0,14.0,30.0,31.0,29.0,28.0,26.0
160,Marcus Mariota,QB,Titans,2,2015,254.0,4859.0,919.0,5.3,26.0,10.0,258.0,299.0,513.0,3412.0,20.0,16.0,6.1,159.0,356.0,1447.0,6.0,4.1,75.0,111.0,961.0,24.0,191.0,23.6,12.6,25.8,2.3,4.93,25.3,1.25,438.0,5968.0,1099.0,5.4,16.0,4.0,357.0,347.0,545.0,3773.0,28.0,12.0,6.5,211.0,515.0,2195.0,17.0,4.3,119.0,93.0,731.0,27.0,191.0,40.8,8.4,29.9,2.72,6.0,31.2,2.17,30.0,29.0,21.0,16.0,31.0,24.0,22.0,22.0,19.0,20.0,29.0,26.0,29.0,18.0,30.0,14.0,27.0,29.0,32.0,30.0,30.0,29.0,27.0,29.0,32.0,31.0,13.0,15.0,22.0,21.0,19.0,32.0,31.0,28.0,19.0,4.0,29.0,28.0,26.0,26.0,24.0,29.0
161,Dante Fowler,LB,Jaguars,3,2015,249.0,4634.0,988.0,4.7,26.0,8.0,271.0,325.0,557.0,3001.0,15.0,18.0,4.8,154.0,360.0,1633.0,9.0,4.5,86.0,73.0,573.0,31.0,195.0,22.6,12.8,25.7,2.23,5.2,23.7,1.17,412.0,5932.0,1085.0,5.5,20.0,14.0,330.0,355.0,541.0,3899.0,24.0,6.0,6.7,200.0,499.0,2033.0,15.0,4.1,107.0,115.0,886.0,23.0,193.0,36.3,9.8,29.8,2.72,5.8,30.7,1.9,32.0,31.0,21.0,9.0,29.0,16.0,31.0,31.0,26.0,32.0,28.0,21.0,24.0,6.0,32.0,12.0,28.0,31.0,30.0,31.0,32.0,26.0,26.0,24.0,2.0,24.0,10.0,22.0,12.0,30.0,21.0,30.0,27.0,24.0,12.0,11.0,26.0,27.0,26.0,19.0,19.0,22.0
162,Amari Cooper,WR,Raiders,4,2015,253.0,4515.0,994.0,4.5,29.0,13.0,248.0,365.0,629.0,3275.0,22.0,16.0,5.0,173.0,337.0,1240.0,4.0,3.7,56.0,116.0,939.0,19.0,198.0,22.7,13.6,24.2,2.28,5.13,22.6,1.21,452.0,5721.0,1041.0,5.5,14.0,5.0,320.0,343.0,538.0,3810.0,29.0,9.0,6.8,190.0,481.0,1911.0,17.0,4.0,95.0,116.0,941.0,35.0,197.0,39.6,6.6,32.9,2.57,5.5,29.1,2.12,31.0,32.0,26.0,25.0,32.0,4.0,26.0,17.0,19.0,31.0,32.0,32.0,32.0,27.0,31.0,8.0,32.0,30.0,31.0,32.0,31.0,32.0,21.0,30.0,30.0,18.0,7.0,16.0,25.0,27.0,25.0,29.0,22.0,28.0,8.0,6.0,31.0,32.0,10.0,6.0,9.0,27.0
163,Brandon Scherff,G,Redskins,5,2015,301.0,5738.0,1006.0,5.7,31.0,13.0,318.0,364.0,547.0,4047.0,18.0,18.0,6.7,186.0,401.0,1691.0,15.0,4.2,88.0,120.0,1130.0,44.0,192.0,29.7,15.6,25.1,2.57,5.38,29.9,1.58,438.0,5712.0,976.0,5.9,19.0,12.0,307.0,345.0,519.0,3990.0,35.0,7.0,7.2,195.0,421.0,1722.0,11.0,4.1,77.0,144.0,1164.0,35.0,182.0,37.4,8.8,30.0,2.6,5.5,31.2,2.13,26.0,13.0,29.0,25.0,17.0,18.0,11.0,27.0,26.0,10.0,21.0,19.0,9.0,14.0,25.0,5.0,31.0,19.0,26.0,17.0,24.0,29.0,20.0,25.0,6.0,6.0,2.0,24.0,32.0,28.0,30.0,14.0,12.0,14.0,13.0,8.0,28.0,29.0,15.0,7.0,23.0,28.0
164,Leonard Williams,DE,Jets,6,2015,283.0,5226.0,1052.0,5.0,24.0,9.0,289.0,287.0,498.0,2946.0,16.0,15.0,5.4,154.0,507.0,2280.0,11.0,4.5,112.0,109.0,932.0,23.0,186.0,31.7,11.8,27.8,2.67,5.87,28.0,1.53,401.0,5235.0,976.0,5.4,13.0,7.0,300.0,345.0,538.0,3746.0,31.0,6.0,6.4,194.0,393.0,1489.0,10.0,3.8,74.0,91.0,780.0,32.0,183.0,37.2,5.5,28.5,2.57,5.5,28.4,2.03,28.0,22.0,19.0,13.0,25.0,27.0,32.0,30.0,16.0,30.0,4.0,3.0,17.0,8.0,22.0,16.0,16.0,13.0,11.0,25.0,26.0,24.0,6.0,32.0,23.0,2.0,7.0,14.0,30.0,30.0,18.0,7.0,5.0,11.0,6.0,9.0,32.0,23.0,10.0,8.0,8.0,24.0
165,Kevin White,WR,Bears,7,2015,319.0,5233.0,1005.0,5.2,29.0,10.0,322.0,396.0,609.0,3792.0,30.0,19.0,5.8,194.0,355.0,1441.0,8.0,4.1,91.0,113.0,997.0,37.0,180.0,27.8,16.1,25.9,2.68,5.67,29.0,1.68,442.0,6033.0,1008.0,6.0,24.0,10.0,325.0,366.0,548.0,4230.0,34.0,14.0,7.2,227.0,421.0,1803.0,12.0,4.3,78.0,106.0,978.0,20.0,177.0,44.6,12.4,32.8,2.72,5.9,34.0,2.38,23.0,21.0,26.0,16.0,16.0,7.0,15.0,9.0,30.0,25.0,30.0,27.0,26.0,19.0,28.0,4.0,26.0,12.0,19.0,21.0,20.0,31.0,30.0,20.0,16.0,20.0,16.0,30.0,31.0,14.0,31.0,14.0,17.0,17.0,22.0,1.0,19.0,31.0,26.0,24.0,30.0,32.0
166,Vic Beasley,LB,Falcons,8,2015,381.0,6051.0,1035.0,5.8,23.0,8.0,330.0,418.0,632.0,4553.0,28.0,15.0,6.9,233.0,372.0,1498.0,11.0,4.0,75.0,97.0,840.0,22.0,175.0,38.9,13.1,26.5,2.7,6.1,34.6,2.06,417.0,6372.0,1038.0,6.1,28.0,12.0,358.0,359.0,566.0,4478.0,20.0,16.0,7.6,224.0,450.0,1894.0,21.0,4.2,108.0,91.0,744.0,26.0,169.0,42.6,14.2,27.9,2.9,6.4,37.6,2.25,12.0,8.0,13.0,9.0,13.0,3.0,5.0,11.0,16.0,7.0,27.0,24.0,17.0,21.0,10.0,9.0,24.0,11.0,6.0,4.0,10.0,27.0,32.0,6.0,6.0,32.0,23.0,32.0,5.0,12.0,32.0,24.0,21.0,32.0,16.0,3.0,6.0,20.0,32.0,32.0,32.0,30.0
167,Ereck Flowers,G,Giants,9,2015,380.0,5875.0,1086.0,5.4,28.0,14.0,336.0,383.0,607.0,4272.0,30.0,14.0,6.7,218.0,449.0,1603.0,13.0,3.6,83.0,101.0,896.0,35.0,193.0,34.7,12.4,28.2,2.55,5.76,30.3,1.93,400.0,6012.0,1007.0,6.0,26.0,9.0,326.0,324.0,522.0,3850.0,25.0,17.0,6.8,187.0,438.0,2162.0,15.0,4.9,112.0,105.0,948.0,27.0,195.0,35.4,12.8,28.5,2.4,5.3,30.8,1.88,13.0,10.0,25.0,29.0,12.0,9.0,7.0,9.0,15.0,9.0,10.0,23.0,12.0,30.0,15.0,15.0,14.0,21.0,16.0,16.0,13.0,22.0,29.0,10.0,18.0,21.0,3.0,18.0,15.0,11.0,24.0,19.0,30.0,24.0,32.0,13.0,15.0,23.0,3.0,2.0,20.0,20.0
168,Todd Gurley,RB,Rams,10,2015,324.0,5035.0,957.0,5.3,27.0,11.0,288.0,327.0,515.0,3400.0,20.0,16.0,6.0,189.0,395.0,1635.0,11.0,4.1,79.0,123.0,1139.0,20.0,186.0,29.6,14.0,28.0,2.52,5.31,26.9,1.55,354.0,5626.0,1005.0,5.6,25.0,12.0,301.0,368.0,540.0,3861.0,18.0,13.0,6.7,189.0,425.0,1765.0,12.0,4.2,83.0,105.0,882.0,29.0,182.0,30.2,13.2,25.6,2.7,5.7,30.8,1.57,21.0,28.0,24.0,19.0,26.0,23.0,23.0,22.0,19.0,21.0,26.0,20.0,17.0,17.0,26.0,7.0,15.0,23.0,29.0,26.0,25.0,16.0,17.0,14.0,6.0,4.0,9.0,19.0,3.0,18.0,22.0,17.0,14.0,17.0,15.0,26.0,12.0,3.0,22.0,15.0,21.0,7.0
169,Trae Waynes,DB,Vikings,11,2015,325.0,5048.0,981.0,5.1,20.0,2.0,288.0,322.0,517.0,3244.0,17.0,18.0,5.7,171.0,413.0,1804.0,12.0,4.4,90.0,100.0,836.0,27.0,176.0,31.8,10.8,27.3,2.62,5.77,28.5,1.64,343.0,5515.0,1025.0,5.4,19.0,6.0,321.0,353.0,534.0,3572.0,26.0,13.0,6.2,189.0,450.0,1943.0,10.0,4.3,100.0,112.0,938.0,32.0,179.0,34.1,10.1,28.2,2.82,5.9,30.6,1.83,20.0,27.0,6.0,1.0,26.0,22.0,28.0,29.0,26.0,27.0,18.0,14.0,14.0,11.0,21.0,23.0,20.0,16.0,15.0,22.0,21.0,11.0,14.0,25.0,27.0,19.0,5.0,7.0,17.0,18.0,14.0,24.0,25.0,11.0,24.0,14.0,24.0,21.0,29.0,22.0,18.0,16.0
170,Danny Shelton,DT,Browns,12,2015,299.0,5193.0,1010.0,5.1,23.0,7.0,294.0,274.0,502.0,3465.0,12.0,16.0,6.5,179.0,477.0,1728.0,17.0,3.6,88.0,116.0,932.0,27.0,193.0,28.0,10.9,26.8,2.33,5.4,26.8,1.44,337.0,5857.0,1118.0,5.2,29.0,8.0,348.0,335.0,587.0,3592.0,22.0,21.0,5.8,184.0,500.0,2265.0,13.0,4.5,126.0,98.0,769.0,38.0,198.0,32.3,13.6,27.5,2.57,5.8,29.3,1.68,27.0,23.0,13.0,6.0,24.0,26.0,20.0,32.0,19.0,16.0,6.0,17.0,4.0,28.0,27.0,22.0,22.0,28.0,25.0,27.0,28.0,9.0,23.0,4.0,21.0,29.0,26.0,8.0,6.0,2.0,5.0,31.0,32.0,19.0,28.0,21.0,9.0,14.0,10.0,20.0,11.0,11.0
171,Andrus Peat,T,Saints,13,2015,401.0,6582.0,1095.0,6.0,30.0,13.0,395.0,456.0,659.0,4764.0,33.0,17.0,6.9,258.0,406.0,1818.0,16.0,4.5,101.0,80.0,670.0,36.0,174.0,39.1,16.7,25.5,2.82,6.42,37.7,2.3,424.0,6144.0,1022.0,6.0,17.0,5.0,345.0,341.0,546.0,4019.0,26.0,12.0,6.9,205.0,442.0,2125.0,17.0,4.8,111.0,105.0,889.0,29.0,171.0,43.3,9.9,26.1,2.85,6.2,35.8,2.3,9.0,1.0,28.0,25.0,1.0,2.0,3.0,6.0,24.0,6.0,19.0,13.0,5.0,9.0,9.0,3.0,30.0,9.0,1.0,1.0,5.0,28.0,31.0,28.0,30.0,28.0,15.0,25.0,17.0,21.0,28.0,22.0,29.0,28.0,31.0,2.0,25.0,7.0,30.0,31.0,31.0,31.0
172,DeVante Parker,WR,Dolphins,14,2015,388.0,5601.0,1040.0,5.4,23.0,11.0,361.0,394.0,595.0,3729.0,27.0,12.0,5.8,226.0,399.0,1872.0,12.0,4.7,99.0,81.0,635.0,36.0,181.0,37.6,10.5,31.1,2.67,5.95,30.9,1.99,373.0,5494.0,1029.0,5.3,25.0,11.0,309.0,338.0,537.0,3557.0,27.0,14.0,6.2,194.0,453.0,1937.0,13.0,4.3,99.0,105.0,920.0,16.0,180.0,36.7,13.3,29.5,2.65,5.9,30.3,1.99,11.0,14.0,13.0,19.0,4.0,12.0,17.0,12.0,8.0,26.0,22.0,12.0,14.0,2.0,11.0,24.0,1.0,13.0,9.0,14.0,11.0,20.0,12.0,14.0,10.0,9.0,6.0,6.0,20.0,14.0,11.0,26.0,24.0,19.0,21.0,10.0,11.0,26.0,18.0,23.0,16.0,23.0
173,Melvin Gordon,RB,Chargers,15,2015,348.0,5465.0,1009.0,5.4,23.0,5.0,326.0,380.0,574.0,4098.0,31.0,18.0,6.7,214.0,398.0,1367.0,6.0,3.4,75.0,111.0,967.0,37.0,174.0,33.9,12.6,26.4,2.85,5.95,31.3,1.87,348.0,5413.0,988.0,5.5,18.0,11.0,307.0,320.0,524.0,3427.0,24.0,7.0,6.2,168.0,438.0,1986.0,11.0,4.5,98.0,129.0,1067.0,41.0,179.0,35.8,9.5,28.5,2.62,5.7,30.2,1.88,17.0,18.0,13.0,3.0,15.0,14.0,10.0,8.0,26.0,8.0,23.0,30.0,29.0,31.0,17.0,13.0,25.0,6.0,10.0,11.0,15.0,13.0,9.0,27.0,10.0,6.0,4.0,4.0,12.0,28.0,15.0,19.0,26.0,14.0,29.0,12.0,27.0,23.0,16.0,16.0,14.0,19.0
174,Kevin Johnson,DB,Texans,16,2015,372.0,5513.0,1062.0,5.2,22.0,9.0,313.0,295.0,485.0,3352.0,22.0,13.0,6.6,171.0,551.0,2161.0,12.0,3.9,108.0,94.0,834.0,34.0,194.0,33.0,11.3,27.7,2.57,5.65,28.2,1.69,307.0,5571.0,1077.0,5.2,34.0,14.0,329.0,363.0,619.0,3890.0,28.0,20.0,5.9,206.0,420.0,1681.0,6.0,4.0,89.0,99.0,786.0,34.0,199.0,26.6,16.1,27.6,2.37,5.5,27.8,1.48,14.0,17.0,11.0,13.0,18.0,30.0,24.0,17.0,13.0,13.0,1.0,5.0,14.0,23.0,18.0,20.0,18.0,19.0,21.0,24.0,19.0,7.0,16.0,1.0,2.0,22.0,31.0,21.0,22.0,3.0,7.0,13.0,10.0,2.0,10.0,32.0,3.0,17.0,2.0,9.0,6.0,3.0
175,Arik Armstead,DT,49ers,17,2015,306.0,5239.0,1009.0,5.2,22.0,12.0,303.0,292.0,487.0,3063.0,20.0,10.0,5.7,165.0,470.0,2176.0,10.0,4.6,104.0,116.0,937.0,34.0,178.0,30.9,11.8,27.8,2.85,5.84,29.4,1.6,340.0,5143.0,989.0,5.2,29.0,6.0,308.0,324.0,551.0,3531.0,29.0,23.0,6.0,188.0,402.0,1612.0,7.0,4.0,83.0,122.0,909.0,37.0,175.0,32.0,16.6,25.8,2.67,5.8,29.3,1.78,25.0,20.0,11.0,24.0,22.0,29.0,30.0,22.0,5.0,28.0,9.0,4.0,21.0,4.0,24.0,17.0,16.0,6.0,12.0,18.0,22.0,10.0,5.0,4.0,27.0,8.0,17.0,5.0,25.0,1.0,9.0,10.0,7.0,4.0,11.0,22.0,2.0,5.0,20.0,18.0,10.0,15.0
