Year,Round,Pick,Name,Team,Position,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
2017,1,5,Corey Davis,Titans,WR,381,5728,1008.0,5.7,18,7,322,307.0,504,3541,29,11,6.7,175.0,476,2187,16,4.6,115.0,110.0,1012.0,32.0,184.0,36.4,9.8,Own 28.2,2:39,5.63,31.0,2.07,378,5720,1031.0,5.5,18,6,324,388.0,635,4307,25,12,6.4,227.0,356,1413,10,4.0,70.0,137.0,1191.0,27.0,177.0,35.0,9.0,Own 26.7,2:40,6.0,32.2,1.84,14,11,11,7,18,28,25,8,12,12.0,4,3,10,4.0,16.0,21.0,19,18,25.0,14.0,13.0,16,20,23,24,15,31,30,17,18,18.0,2,2,5,12.0,19.0,27.0,4,16,22.0,23.0,13.0
2017,1,6,Jamal Adams,Jets,DB,275,5268,1003.0,5.3,34,9,291,311.0,550,3466,16,25,5.9,166.0,418,1802,10,4.3,97.0,93.0,837.0,28.0,185.0,29.7,17.8,Own 27.5,2:39,5.6,28.5,1.5,409,5479,1000.0,5.5,14,6,318,347.0,545,3898,30,8,6.8,203.0,428,1581,11,3.7,86.0,74.0,651.0,29.0,183.0,37.7,7.1,Own 30.2,2:36,5.7,29.9,2.05,30,26,31,13,27,23,27,28,32,24.0,13,12,22,14.0,27.0,2.0,22,18,26.0,23.0,27.0,28,11,28,24,12,8,17,25,29,24.0,23,11,10,4.0,13.0,29.0,26,12,12.0,14.0,21.0
2017,1,7,Mike Williams,Chargers,WR,410,5708,1014.0,5.6,35,14,340,349.0,580,4198,33,21,6.8,214.0,398,1510,10,3.8,90.0,107.0,780.0,36.0,181.0,38.1,18.2,Own 28.1,2:42,5.8,31.4,2.09,423,5554,1025.0,5.4,28,10,329,364.0,580,3987,21,18,6.5,204.0,410,1567,20,3.8,98.0,119.0,837.0,27.0,186.0,39.8,14.5,Own 31.8,2:36,5.7,29.9,2.08,9,14,32,30,10,15,8,4,31,7.0,22,26,22,26.0,11.0,1.0,20,15,17.0,13.0,11.0,29,16,4,9,19,18,20,8,1,19.0,16,10,30,7.0,7.0,3.0,32,12,15.0,13.0,23.0
2017,1,8,Christian McCaffrey,Panthers,RB,369,5499,1052.0,5.2,29,10,318,306.0,563,3685,21,19,6.2,194.0,453,1814,16,4.0,99.0,98.0,835.0,25.0,193.0,34.7,14.0,Own 30.4,2:33,5.64,28.5,1.81,402,5756,1035.0,5.6,27,10,329,409.0,612,4291,27,17,6.5,223.0,376,1465,11,3.9,90.0,112.0,907.0,16.0,196.0,36.2,13.8,Own 27.3,2:23,5.5,29.4,1.86,15,19,27,23,20,20,21,19,28,20.0,7,10,10,20.0,20.0,7.0,5,24,23.0,24.0,20.0,26,21,7,9,19,28,29,20,4,20.0,6,6,10,9.0,14.0,8.0,10,1,6.0,11.0,15.0
2017,1,9,John Ross,Bengals,WR,325,5711,1050.0,5.4,17,9,341,364.0,563,3942,18,8,6.5,204.0,446,1769,17,4.0,100.0,88.0,726.0,37.0,176.0,35.8,8.5,Own 26.8,2:45,6.15,32.4,1.87,315,5612,1038.0,5.4,20,3,327,374.0,593,3800,22,17,6.1,196.0,412,1812,12,4.4,95.0,105.0,950.0,36.0,176.0,34.7,11.4,Own 27.2,2:47,6.1,31.8,1.81,24,13,8,13,9,20,15,26,7,14.0,9,13,6,23.0,17.0,27.0,28,7,4.0,10.0,17.0,8,17,19,30,18,25,11,11,4,8.0,17,21,13,23.0,20.0,17.0,8,28,27.0,19.0,11.0
2017,1,10,Patrick Mahomes,Chiefs,QB,389,5488,990.0,5.5,17,9,305,365.0,546,3740,19,8,6.5,197.0,412,1748,15,4.2,86.0,109.0,848.0,22.0,178.0,37.1,9.0,Own 30.5,2:45,5.79,30.7,1.9,311,5896,1063.0,5.5,33,15,342,350.0,598,3958,23,18,6.3,209.0,437,1938,10,4.4,102.0,109.0,797.0,31.0,182.0,31.9,16.5,Own 26.9,2:42,6.0,32.3,1.68,13,20,8,13,23,25,19,24,7,16.0,14,15,13,16.0,14.0,24.0,4,7,18.0,16.0,15.0,7,24,1,1,25,27,18,15,1,16.0,24,26,5,24.0,25.0,1.0,6,21,24.0,24.0,6.0
2017,1,11,Marshon Lattimore,Saints,DB,469,6816,1105.0,6.2,24,9,395,472.0,674,5074,38,15,7.2,265.0,404,1742,17,4.3,105.0,107.0,969.0,25.0,181.0,45.9,12.7,Own 27.4,2:44,6.28,37.8,2.59,454,6006,1008.0,6.0,21,12,353,378.0,582,4380,27,9,7.2,230.0,396,1626,19,4.1,91.0,104.0,881.0,32.0,172.0,45.3,12.2,Own 29.6,2:42,6.1,34.9,2.43,2,1,19,13,1,2,1,2,18,4.0,19,16,6,13.0,2.0,11.0,23,12,3.0,2.0,2.0,31,27,17,6,27,19,32,20,27,31.0,11,14,28,15.0,1.0,12.0,25,21,26.0,29.0,32.0
2017,1,12,Deshaun Watson,Texans,QB,279,5035,1071.0,4.7,24,8,305,347.0,583,3176,15,16,5.2,173.0,456,1859,8,4.1,102.0,87.0,868.0,30.0,185.0,31.4,11.4,Own 28.6,2:44,6.02,27.2,1.44,328,4821,950.0,5.1,17,6,272,319.0,522,3226,20,11,5.8,157.0,397,1595,13,4.0,87.0,114.0,949.0,28.0,186.0,31.7,9.1,Own 30.3,2:29,5.3,25.8,1.68,28,29,19,11,23,14,29,30,22,30.0,6,8,29,19.0,24.0,15.0,16,12,9.0,29.0,31.0,11,1,26,24,1,3,2,5,21,4.0,12,12,17,13.0,26.0,26.0,28,5,1.0,3.0,7.0
2017,1,13,Haason Reddick,Cardinals,LB,418,5868,1086.0,5.4,28,11,368,383.0,646,4136,28,17,6.0,229.0,399,1732,20,4.3,97.0,104.0,889.0,42.0,197.0,35.0,14.2,Own 29.7,2:31,5.66,29.5,2.03,362,4883,1019.0,4.8,28,14,293,344.0,547,3365,21,14,5.7,175.0,424,1518,16,3.6,90.0,123.0,1010.0,28.0,194.0,32.5,12.9,Own 30.3,2:29,5.4,25.1,1.76,6,9,26,24,3,3,9,11,26,23.0,21,18,3,12.0,19.0,6.0,7,25,21.0,20.0,14.0,14,2,4,2,2,9,4,8,12,3.0,20,9,22,3.0,24.0,10.0,28,5,4.0,1.0,9.0
2017,1,14,Derek Barnett,Eagles,DE,367,5398,1080.0,5.0,20,6,333,380.0,609,3585,16,14,5.6,192.0,438,1813,16,4.1,114.0,113.0,945.0,27.0,178.0,37.6,11.2,Own 30.3,2:55,6.31,30.1,1.85,331,5484,978.0,5.6,26,10,300,333.0,553,3832,25,16,6.5,177.0,391,1652,10,4.2,89.0,99.0,837.0,34.0,186.0,33.9,13.4,Own 27.7,2:24,5.4,29.4,1.77,16,22,14,5,13,6,24,28,16,28.0,10,11,10,18.0,12.0,16.0,6,3,2.0,19.0,18.0,12,13,10,9,6,15,13,17,9,22.0,10,15,5,16.0,22.0,9.0,12,2,5.0,12.0,10.0
2017,1,15,Malik Hooker,Colts,DB,411,5830,1037.0,5.6,22,7,351,370.0,584,4202,32,15,6.7,220.0,409,1628,13,4.0,93.0,103.0,883.0,38.0,180.0,40.6,12.2,Own 28.3,2:45,5.94,32.3,2.24,392,6126,1024.0,6.0,17,9,353,378.0,582,4200,27,8,6.8,225.0,409,1926,12,4.7,93.0,125.0,1155.0,35.0,176.0,41.5,9.7,Own 26.6,2:41,6.0,34.7,2.13,8,10,16,7,5,13,5,6,18,11.0,16,23,16,22.0,8.0,12.0,18,7,12.0,11.0,7.0,22,30,26,17,27,19,27,20,29,25.0,15,25,13,30.0,3.0,22.0,3,19,25.0,28.0,25.0
2017,1,16,Marlon Humphrey,Ravens,DB,343,5563,1079.0,5.2,23,7,316,439.0,679,4100,20,16,5.8,205.0,367,1463,10,4.0,79.0,125.0,1111.0,32.0,191.0,35.6,10.5,Own 28.9,2:35,5.85,29.1,1.7,321,5154,993.0,5.2,28,10,294,369.0,578,3724,28,18,6.1,190.0,384,1430,10,3.7,74.0,94.0,900.0,30.0,192.0,28.1,14.1,Own 28.8,2:26,5.3,26.6,1.64,21,17,17,7,21,1,12,21,22,26.0,30,28,22,21.0,18.0,19.0,13,23,15.0,21.0,22.0,9,7,4,9,3,17,9,24,1,10.0,8,5,5,5.0,31.0,6.0,21,3,2.0,4.0,5.0
2017,1,17,Jonathan Allen,Redskins,DE,396,6454,1009.0,6.4,21,9,345,407.0,607,4758,25,12,7.6,226.0,379,1696,17,4.5,89.0,110.0,909.0,30.0,175.0,43.4,11.4,Own 27.4,2:45,6.01,36.9,2.26,383,6046,1050.0,5.8,21,8,368,387.0,589,4130,22,13,6.6,225.0,423,1916,19,4.5,109.0,100.0,1023.0,34.0,169.0,38.5,11.8,Own 27.8,2:55,6.4,35.7,2.12,12,3,15,13,8,7,2,14,14,2.0,27,21,6,9.0,5.0,14.0,23,7,10.0,3.0,6.0,19,28,17,19,32,22,25,11,15,23.0,19,24,28,27.0,12.0,16.0,13,29,32.0,32.0,24.0
2017,1,18,Adoree' Jackson,Titans,DB,381,5728,1008.0,5.7,18,7,322,307.0,504,3541,29,11,6.7,175.0,476,2187,16,4.6,115.0,110.0,1012.0,32.0,184.0,36.4,9.8,Own 28.2,2:39,5.63,31.0,2.07,378,5720,1031.0,5.5,18,6,324,388.0,635,4307,25,12,6.4,227.0,356,1413,10,4.0,70.0,137.0,1191.0,27.0,177.0,35.0,9.0,Own 26.7,2:40,6.0,32.2,1.84,14,11,11,7,18,28,25,8,12,12.0,4,3,10,4.0,16.0,21.0,19,18,25.0,14.0,13.0,16,20,23,24,15,31,30,17,18,18.0,2,2,5,12.0,19.0,27.0,4,16,22.0,23.0,13.0
2017,1,19,O.J. Howard,Buccaneers,TE,354,5542,1066.0,5.2,27,9,340,355.0,578,3926,29,18,6.4,220.0,453,1616,8,3.6,80.0,109.0,926.0,40.0,182.0,32.4,14.8,Own 28.4,2:43,6.02,30.3,1.79,369,5887,1013.0,5.8,29,12,326,347.0,548,4012,24,17,6.8,203.0,427,1875,15,4.4,102.0,121.0,1061.0,21.0,184.0,35.9,14.7,Own 28.4,2:36,5.7,31.9,1.92,18,18,24,13,10,16,16,8,27,18.0,7,24,29,29.0,22.0,4.0,17,14,7.0,18.0,21.0,15,23,3,6,17,10,22,16,4,26.0,22,22,18,22.0,15.0,2.0,16,12,13.0,22.0,18.0
2017,1,20,Garett Bolles,Broncos,T,333,5169,1020.0,5.1,25,14,290,339.0,570,3685,20,11,6.0,181.0,410,1484,11,3.6,76.0,119.0,985.0,33.0,198.0,30.3,11.6,Own 29.1,2:21,5.33,26.1,1.54,297,5057,1076.0,4.7,27,13,306,306.0,552,2972,13,14,5.0,169.0,482,2085,15,4.3,101.0,110.0,990.0,36.0,197.0,29.4,12.2,Own 29.3,2:35,5.7,25.6,1.47,22,27,21,30,28,17,21,21,12,22.0,15,27,20,28.0,26.0,13.0,12,30,29.0,30.0,26.0,4,4,7,4,9,14,1,1,12,1.0,30,28,18,18.0,29.0,13.0,23,10,11.0,2.0,3.0
2017,1,21,Jarrad Davis,Lions,LB,346,5421,981.0,5.5,15,5,329,388.0,594,4111,24,10,6.5,217.0,350,1310,9,3.7,76.0,100.0,861.0,36.0,156.0,41.0,9.0,Own 25.7,3:05,6.51,34.8,2.08,358,5676,964.0,5.9,14,4,333,399.0,549,3975,33,10,6.9,206.0,389,1701,8,4.4,99.0,122.0,979.0,28.0,160.0,39.4,8.8,Own 27.2,3:02,6.2,35.5,2.21,20,21,5,3,15,11,11,16,10,15.0,31,30,26,27.0,7.0,25.0,30,1,1.0,5.0,12.0,13,18,28,29,23,12,19,31,23,27.0,9,18,2,20.0,8.0,28.0,8,32,31.0,31.0,27.0
2017,1,22,Charles Harris,Dolphins,LB,363,5324,913.0,5.8,23,8,278,316.0,477,3500,27,15,6.9,167.0,406,1824,14,4.5,90.0,125.0,1142.0,21.0,189.0,30.7,11.1,Own 29.6,2:27,4.96,28.0,1.81,380,6122,1088.0,5.6,25,9,349,368.0,591,3875,30,16,6.2,199.0,464,2247,12,4.8,109.0,109.0,919.0,41.0,194.0,35.1,12.9,Own 28.2,2:40,5.8,31.4,1.92,17,24,17,11,31,31,26,12,18,6.0,18,9,15,8.0,25.0,17.0,8,27,32.0,26.0,19.0,18,29,11,17,26,24,15,25,9,13.0,28,30,13,31.0,18.0,10.0,15,16,20.0,17.0,17.0
2017,1,23,Evan Engram,Giants,TE,310,5291,1018.0,5.2,27,11,289,377.0,598,3879,26,16,6.3,190.0,398,1412,6,3.5,73.0,88.0,857.0,26.0,193.0,27.5,13.0,Own 27.6,2:21,5.4,27.4,1.49,284,5435,1062.0,5.1,25,8,298,369.0,630,4018,15,17,6.0,191.0,397,1417,10,3.6,82.0,104.0,853.0,25.0,197.0,29.9,12.2,Own 27.8,2:34,5.6,27.6,1.41,26,25,24,24,29,8,17,13,22,19.0,22,29,32,30.0,28.0,10.0,21,30,28.0,27.0,29.0,2,10,11,19,5,29,23,2,4,7.0,12,3,5,2.0,28.0,13.0,13,8,9.0,6.0,1.0
2017,1,24,Gareon Conley,Raiders,DB,416,5973,1048.0,5.7,14,7,333,379.0,596,4051,29,7,6.6,198.0,434,1922,17,4.4,98.0,147.0,1247.0,37.0,194.0,38.7,7.2,Own 31.7,2:37,5.58,30.7,2.11,385,6001,987.0,6.1,30,14,318,328.0,541,4120,27,16,7.3,188.0,421,1881,18,4.5,94.0,115.0,1062.0,36.0,190.0,35.3,14.2,Own 25.2,2:27,5.3,31.7,2.01,7,6,4,7,13,9,13,8,4,13.0,11,6,6,10.0,9.0,29.0,1,20,27.0,17.0,10.0,20,26,2,2,12,6,24,20,9,32.0,18,23,25,25.0,16.0,4.0,2,4,3.0,18.0,20.0
2017,1,25,Jabrill Peppers,Browns,DB,264,4976,983.0,5.1,25,11,296,338.0,567,3264,15,14,5.2,181.0,350,1712,13,4.9,83.0,95.0,736.0,32.0,180.0,27.2,13.3,Own 23.4,2:31,5.63,27.4,1.44,452,6279,1067.0,5.9,13,3,364,347.0,543,3996,36,10,7.0,220.0,498,2283,18,4.6,121.0,104.0,930.0,23.0,179.0,40.8,6.1,Own 30.2,2:56,6.1,35.0,2.43,31,30,21,24,26,18,28,30,16,31.0,31,19,16,2.0,31.0,9.0,32,25,24.0,28.0,30.0,30,31,30,30,31,7,21,32,23,29.0,31,31,25,29.0,6.0,31.0,26,30,28.0,30.0,31.0
2017,1,26,Takkarist McKinley,Falcons,DE,540,6653,995.0,6.7,11,4,379,374.0,537,4725,38,7,8.2,239.0,421,1928,20,4.6,108.0,104.0,848.0,32.0,175.0,52.6,6.3,Own 29.3,2:47,5.89,38.0,2.9,406,5939,1059.0,5.6,22,10,358,422.0,655,4267,31,12,6.2,232.0,370,1672,15,4.5,95.0,113.0,974.0,31.0,176.0,39.2,11.4,Own 26.7,2:44,6.2,33.6,2.22,1,2,1,2,2,26,3,2,4,1.0,12,5,3,5.0,1.0,31.0,11,6,14.0,1.0,1.0,27,25,16,9,29,32,28,28,18,12.0,5,17,18,26.0,10.0,17.0,4,27,29.0,26.0,28.0
2017,1,27,Tre'Davious White,Bills,DB,399,5666,1012.0,5.6,12,5,328,286.0,474,3036,17,7,5.8,155.0,492,2630,29,5.3,146.0,112.0,960.0,27.0,177.0,36.7,6.8,Own 28.9,2:42,5.91,31.8,2.14,378,5712,1019.0,5.6,18,6,338,306.0,511,3582,19,12,6.5,183.0,469,2130,21,4.5,122.0,106.0,884.0,33.0,183.0,38.8,9.3,Own 29.5,2:43,5.8,31.0,2.06,10,16,3,3,16,32,30,27,4,25.0,2,1,1,1.0,15.0,30.0,13,15,13.0,12.0,9.0,16,19,23,24,24,1,6,4,18,21.0,29,29,31,28.0,11.0,25.0,24,24,17.0,16.0,22.0
2017,1,28,Taco Charlton,Cowboys,DE,421,6027,1010.0,6.0,15,9,358,325.0,483,3631,25,6,7.1,191.0,499,2396,24,4.8,142.0,105.0,879.0,25.0,173.0,43.9,8.7,Own 28.8,2:57,6.04,34.8,2.45,306,5503,1009.0,5.5,20,11,330,425.0,633,4167,25,9,6.2,226.0,340,1336,9,3.9,79.0,90.0,784.0,25.0,168.0,35.1,11.3,Own 28.6,2:43,6.2,32.7,1.86,5,5,5,13,4,30,23,14,3,5.0,1,2,2,3.0,3.0,26.0,15,2,5.0,4.0,4.0,5,14,19,8,22,30,26,17,27,14.0,1,1,3,11.0,17.0,19.0,18,24,30.0,25.0,16.0
2017,1,29,David Njoku,Browns,TE,264,4976,983.0,5.1,25,11,296,338.0,567,3264,15,14,5.2,181.0,350,1712,13,4.9,83.0,95.0,736.0,32.0,180.0,27.2,13.3,Own 23.4,2:31,5.63,27.4,1.44,452,6279,1067.0,5.9,13,3,364,347.0,543,3996,36,10,7.0,220.0,498,2283,18,4.6,121.0,104.0,930.0,23.0,179.0,40.8,6.1,Own 30.2,2:56,6.1,35.0,2.43,31,30,21,24,26,18,28,30,16,31.0,31,19,16,2.0,31.0,9.0,32,25,24.0,28.0,30.0,30,31,30,30,31,7,21,32,23,29.0,31,31,25,29.0,6.0,31.0,26,30,28.0,30.0,31.0
2017,1,30,T.J. Watt,Steelers,LB,399,5962,1026.0,5.8,18,3,336,381.0,596,4202,33,15,6.8,210.0,409,1760,13,4.3,97.0,112.0,1068.0,29.0,182.0,38.5,9.9,Own 27.3,2:42,5.81,32.7,2.16,327,5482,997.0,5.5,23,10,313,381.0,590,3882,20,13,6.2,184.0,369,1600,15,4.3,95.0,109.0,920.0,34.0,177.0,34.5,11.9,Own 28.7,2:43,5.8,30.9,1.82,10,7,11,1,12,9,5,4,18,8.0,16,14,16,15.0,10.0,20.0,26,15,16.0,9.0,8.0,10,12,14,9,11,23,16,5,15,11.0,4,13,18,19.0,21.0,15.0,19,24,19.0,15.0,12.0
2017,1,31,Reuben Foster,49ers,LB,309,4930,996.0,4.9,25,15,287,287.0,491,2911,21,10,5.4,152.0,458,2019,15,4.4,116.0,99.0,831.0,19.0,197.0,27.4,10.7,Own 27.2,2:11,5.18,25.0,1.55,480,6502,1102.0,5.9,20,10,358,322.0,521,3848,30,10,6.9,187.0,548,2654,25,4.8,140.0,93.0,795.0,31.0,203.0,41.4,9.4,Own 31.6,2:38,5.6,31.9,2.33,27,31,21,32,30,29,32,19,10,29.0,5,4,13,11.0,29.0,18.0,27,32,30.0,31.0,25.0,32,32,19,9,29,2,14,25,23,28.0,32,32,32,32.0,4.0,24.0,30,15,8.0,21.0,30.0
2017,1,32,Ryan Ramczyk,Saints,T,469,6816,1105.0,6.2,24,9,395,472.0,674,5074,38,15,7.2,265.0,404,1742,17,4.3,105.0,107.0,969.0,25.0,181.0,45.9,12.7,Own 27.4,2:44,6.28,37.8,2.59,454,6006,1008.0,6.0,21,12,353,378.0,582,4380,27,9,7.2,230.0,396,1626,19,4.1,91.0,104.0,881.0,32.0,172.0,45.3,12.2,Own 29.6,2:42,6.1,34.9,2.43,2,1,19,13,1,2,1,2,18,4.0,19,16,6,13.0,2.0,11.0,23,12,3.0,2.0,2.0,31,27,17,6,27,19,32,20,27,31.0,11,14,28,15.0,1.0,12.0,25,21,26.0,29.0,32.0
2016,1,1,Jared Goff,Rams,QB,280,4761,920.0,5.2,22,11,241,273.0,473,2805,11,11,5.7,126.0,429,1956,16,4.6,92.0,122.0,1057.0,23.0,196.0,24.5,10.2,Own 27.9,2:18,4.85,24.3,1.29,330,5885,1091.0,5.4,26,13,320,399.0,597,4065,21,13,6.4,192.0,453,1820,7,4.0,98.0,109.0,992.0,30.0,198.0,31.8,12.1,Own 26.4,2:41,5.7,29.6,1.52,29,32,15,22,32,29,32,32,9,30.0,14,7,6,6.0,32.0,21.0,13,31,32.0,32.0,31.0,13,23,10,4,18,22,23,7,17,13.0,24,20,3,14.0,22.0,13.0,7,23,14.0,11.0,8.0
2016,1,2,Carson Wentz,Eagles,QB,377,5830,1102.0,5.3,31,13,339,405.0,623,4087,23,18,6.2,193.0,442,1743,15,3.9,110.0,104.0,819.0,36.0,203.0,29.1,15.3,Own 26.4,2:03,5.57,28.4,1.62,430,6426,1148.0,5.6,26,11,365,394.0,633,4273,36,15,6.4,239.0,478,2153,10,4.5,100.0,123.0,1049.0,26.0,203.0,36.0,11.8,Own 27.3,2:42,5.8,31.6,1.99,13,12,29,28,7,6,12,20,26,19.0,11,14,10,21.0,27.0,4.0,23,32,20.0,24.0,23.0,28,30,10,11,30,28,28,31,10,15.0,30,32,10,28.0,15.0,16.0,14,25,23.0,25.0,22.0
2016,1,3,Joey Bosa,Chargers,DE,320,5949,1100.0,5.4,24,11,344,442.0,667,4591,30,13,6.5,230.0,393,1358,4,3.5,79.0,117.0,942.0,35.0,178.0,33.7,12.4,Own 23.3,2:52,6.36,33.4,1.78,398,5791,959.0,6.0,20,9,299,328.0,510,3786,22,11,7.0,170.0,417,2005,17,4.8,101.0,120.0,976.0,28.0,180.0,37.8,10.0,Own 31.2,2:33,5.5,32.1,2.0,26,9,17,22,6,2,4,13,17,14.0,22,31,32,32.0,19.0,12.0,32,4,1.0,6.0,21.0,21,20,24,16,7,3,14,10,21,28.0,16,27,29,30.0,9.0,24.0,32,10,6.0,26.0,23.0
2016,1,4,Ezekiel Elliott,Cowboys,RB,275,5361,969.0,5.5,33,11,307,334.0,528,3471,16,22,6.2,175.0,408,1890,8,4.6,94.0,112.0,882.0,38.0,172.0,31.4,18.0,Own 24.5,2:54,5.82,31.1,1.5,374,5567,997.0,5.6,11,3,317,330.0,506,3636,19,8,6.8,172.0,460,1931,16,4.2,113.0,113.0,900.0,32.0,177.0,36.7,5.6,Own 28.6,2:38,5.8,31.5,1.89,31,22,31,22,23,23,27,29,31,20.0,18,9,21,5.0,23.0,1.0,30,3,12.0,12.0,29.0,16,17,32,30,14,2,5,3,30,24.0,26,22,28,19.0,11.0,32.0,23,18,24.0,24.0,15.0
2016,1,5,Jalen Ramsey,Jaguars,DB,376,5581,1012.0,5.5,28,10,313,355.0,607,4108,35,18,6.2,215.0,354,1473,5,4.2,69.0,105.0,880.0,29.0,193.0,34.2,14.0,Own 27.2,2:19,5.4,28.6,1.85,448,6000,1102.0,5.4,18,9,362,390.0,602,4291,29,9,6.7,222.0,464,1709,15,3.7,102.0,114.0,989.0,38.0,194.0,38.1,8.8,Own 28.9,2:42,5.9,30.9,2.05,14,18,22,18,20,12,10,3,26,17.0,30,27,29,15.0,18.0,9.0,16,30,28.0,22.0,16.0,31,24,27,16,29,24,29,19,26,23.0,28,15,26,5.0,7.0,26.0,25,25,25.0,19.0,26.0
2016,1,6,Ronnie Stanley,Ravens,T,328,5749,1083.0,5.3,28,7,323,426.0,676,4271,21,21,6.1,211.0,383,1478,8,3.9,89.0,122.0,1153.0,23.0,186.0,33.3,14.0,Own 27.1,2:38,6.04,30.8,1.62,401,5398,1000.0,5.4,14,8,311,350.0,545,3737,30,6,6.4,189.0,418,1661,10,4.0,80.0,103.0,748.0,42.0,187.0,37.4,7.0,Own 28.0,2:37,5.5,28.8,1.98,25,14,22,2,16,1,8,23,29,22.0,25,26,21,24.0,20.0,10.0,17,15,5.0,15.0,22.0,24,8,30,22,12,10,10,22,32,16.0,17,12,10,10.0,10.0,30.0,20,15,9.0,8.0,20.0
2016,1,7,DeForest Buckner,49ers,DE,238,4860,969.0,5.0,17,5,261,322.0,526,3316,16,12,5.7,154.0,390,1544,7,4.0,83.0,113.0,823.0,24.0,182.0,25.8,8.2,Own 23.7,2:21,5.47,26.6,1.28,387,6199,1081.0,5.7,12,3,356,375.0,549,4179,21,9,7.2,199.0,504,2020,20,4.0,128.0,112.0,920.0,29.0,182.0,37.9,6.6,Own 28.9,3:00,6.1,34.0,2.04,32,31,4,1,31,24,29,29,11,28.0,23,21,24,20.0,29.0,30.0,31,28,26.0,29.0,32.0,18,29,31,30,28,12,27,7,26,30.0,32,29,31,12.0,8.0,31.0,25,32,32.0,30.0,25.0
2016,1,8,Jack Conklin,Titans,T,299,4988,976.0,5.1,33,16,298,342.0,551,3503,25,17,5.8,195.0,371,1485,10,4.0,66.0,93.0,779.0,37.0,191.0,25.7,16.2,Own 27.0,2:29,5.19,26.1,1.5,423,5475,1004.0,5.5,19,8,317,319.0,503,3678,34,11,6.8,192.0,462,1797,11,3.9,101.0,112.0,982.0,24.0,186.0,36.6,8.1,Own 28.8,2:39,5.5,29.3,2.06,28,30,31,31,27,21,25,18,24,27.0,28,25,18,17.0,31.0,3.0,18,22,31.0,31.0,28.0,27,12,25,22,14,1,7,29,21,25.0,27,18,17,8.0,14.0,28.0,24,19,10.0,10.0,27.0
2016,1,9,Leonard Floyd,Bears,LB,335,5517,1025.0,5.4,21,9,312,334.0,523,3663,21,12,6.6,177.0,468,1854,13,4.0,108.0,99.0,909.0,27.0,179.0,37.4,11.2,Own 29.4,2:49,5.94,30.7,1.88,397,5527,981.0,5.6,17,9,307,322.0,513,3593,31,8,6.6,182.0,433,1934,9,4.5,103.0,98.0,895.0,22.0,175.0,36.6,8.0,Own 26.4,2:41,5.8,31.4,2.01,23,21,13,15,21,25,23,23,11,13.0,6,11,12,19.0,10.0,17.0,6,6,8.0,16.0,15.0,20,14,28,16,10,5,4,25,30,18.0,21,23,8,26.0,13.0,29.0,7,23,19.0,22.0,24.0
