Year,Round,Pick,Name,Team,Position,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
2004,1,32,Ben Watson,Patriots,TE,348,5039,1042.0,4.8,24,11,294,320.0,537,3432,23,13,6.0,177.0,473,1607,9,3.4,91.0,111.0,998.0,26.0,204.0,27.9,11.3,Own 33.3,2:29,5.27,24.6,1.47,238,4666,1060.0,4.4,41,12,293,328.0,618,3232,11,29,4.9,177.0,401,1434,10,3.6,91.0,107.0,845.0,25.0,200.0,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,12,17,7,13,16,6,9,11,6,13.0,12,27,24,30.0,18.0,27.0,5,22,25.0,22.0,19.0,1,7,2,13,17,32,15,1,1,2.0,4,4,6,6.0,32.0,2.0,8,6,18.0,4.0,1.0
2003,1,1,Carson Palmer,Bengals,QB,279,5206,1054.0,4.9,35,13,315,350.0,591,3476,17,22,5.5,186.0,426,1730,13,4.1,105.0,99.0,884.0,24.0,183.0,24.6,16.9,Own 28.1,2:32,5.86,28.4,1.39,456,5265,976.0,5.4,20,11,315,287.0,454,3262,30,9,6.8,182.0,498,2003,16,4.0,104.0,101.0,867.0,29.0,179.0,38.5,10.6,Own 35.5,2:47,5.6,29.3,2.18,28,18,25,15,14,5,13,28,25,23.0,19,21,17,21.0,28.0,6.0,31,20,7.0,15.0,26.0,32,17,31,17,20,1,13,31,30,30.0,29,22,20,11.0,2.0,30.0,31,29,20.0,23.0,31.0
2003,1,2,Charles Rogers,Lions,WR,306,4471,955.0,4.7,31,6,242,277.0,577,2994,19,25,5.0,150.0,358,1477,9,4.1,69.0,104.0,916.0,23.0,196.0,26.0,14.8,Own 31.7,2:08,5.02,22.8,1.35,451,6117,1119.0,5.5,24,14,360,371.0,591,4150,27,10,6.7,221.0,495,1967,19,4.0,111.0,114.0,981.0,28.0,202.0,37.1,11.4,Own 30.0,2:45,5.7,30.2,2.02,26,28,19,2,29,9,25,20,31,29.0,31,29,26,18.0,26.0,17.0,15,32,28.0,28.0,28.0,31,31,26,9,31,29,30,27,26,29.0,28,17,29,10.0,3.0,28.0,8,27,24.0,24.0,28.0
2003,1,3,Andre Johnson,Texans,WR,213,3572,947.0,3.8,29,14,208,235.0,447,2225,11,15,4.3,119.0,424,1347,6,3.2,59.0,136.0,1011.0,30.0,201.0,16.9,11.9,Own 30.6,2:14,4.83,17.6,0.85,356,5230,1056.0,5.0,21,11,291,281.0,512,3141,23,10,5.7,155.0,509,2089,14,4.1,116.0,102.0,955.0,20.0,210.0,29.0,8.6,Own 33.6,2:26,5.2,24.7,1.58,32,32,16,20,32,32,32,32,12,32.0,21,31,31,32.0,31.0,24.0,24,29,30.0,32.0,32.0,20,16,30,17,11,6,10,18,26,11.0,32,28,11,14.0,23.0,32.0,27,6,4.0,4.0,8.0
2003,1,4,Dewayne Robertson,Jets,DT,359,5036,917.0,5.5,19,9,300,329.0,485,3418,25,10,6.6,190.0,400,1618,12,4.0,86.0,79.0,685.0,24.0,169.0,36.1,10.7,Own 32.0,2:44,5.61,29.8,1.96,336,5463,1008.0,5.4,23,8,313,359.0,551,3490,17,15,6.0,178.0,427,1973,17,4.6,116.0,99.0,809.0,19.0,165.0,36.4,12.7,Own 30.3,3:01,6.3,33.1,1.92,15,22,4,7,21,24,17,10,2,4.0,27,22,18,23.0,7.0,28.0,13,7,15.0,11.0,9.0,14,24,27,27,19,19,21,5,20,22.0,13,18,23,27.0,6.0,23.0,10,32,32.0,31.0,24.0
2003,1,5,Terence Newman,Cowboys,DB,217,4375,948.0,4.6,34,18,237,252.0,471,2621,14,16,5.0,129.0,423,1754,7,4.1,87.0,105.0,974.0,21.0,203.0,16.3,15.8,Own 28.0,2:14,4.78,21.5,0.9,329,5267,1079.0,4.9,30,11,291,334.0,574,3449,22,19,5.8,178.0,481,1818,10,3.8,90.0,119.0,919.0,23.0,209.0,28.2,13.9,Own 33.7,2:28,5.4,25.1,1.46,31,30,24,27,31,28,31,31,17,30.0,22,19,30,15.0,32.0,10.0,32,29,31.0,30.0,31.0,13,18,11,17,11,28,19,17,8,13.0,24,15,5,3.0,25.0,18.0,28,9,8.0,8.0,5.0
2003,1,6,Johnathan Sullivan,Saints,DT,432,5205,1001.0,5.2,30,15,291,291.0,538,3441,27,15,6.0,169.0,426,1764,16,4.1,91.0,119.0,911.0,31.0,192.0,38.5,14.6,Own 35.6,2:25,5.41,27.0,2.05,388,5796,1071.0,5.4,38,18,327,343.0,593,3805,25,20,6.0,191.0,439,1991,18,4.5,108.0,110.0,953.0,28.0,196.0,33.7,18.4,Own 28.9,2:35,5.6,29.3,1.89,3,19,17,22,22,21,16,3,12,15.0,19,17,11,16.0,4.0,18.0,1,25,25.0,22.0,4.0,26,27,3,4,27,30,27,25,7,23.0,16,19,27,26.0,11.0,3.0,4,17,18.0,22.0,23.0
2003,1,7,Byron Leftwich,Jaguars,QB,328,4851,959.0,5.1,15,6,275,268.0,462,2762,18,9,5.5,156.0,455,2089,19,4.6,105.0,89.0,685.0,14.0,178.0,31.5,7.9,Own 32.9,2:34,5.54,27.3,1.78,315,5335,1042.0,5.1,27,13,324,314.0,519,3264,19,14,5.9,188.0,487,2071,14,4.3,112.0,96.0,717.0,24.0,176.0,31.8,14.8,Own 30.6,2:51,6.1,30.3,1.7,21,25,1,2,25,30,28,24,1,24.0,12,10,7,5.0,19.0,31.0,6,19,18.0,21.0,18.0,9,20,18,12,25,9,14,9,22,19.0,26,25,11,19.0,16.0,13.0,11,30,29.0,25.0,17.0
2003,1,8,Jordan Gross,Panthers,T,258,4280,960.0,4.5,40,18,238,255.0,464,2694,15,22,5.3,133.0,452,1586,11,3.5,82.0,94.0,785.0,23.0,211.0,19.4,17.5,Own 32.1,2:13,4.67,20.1,1.08,302,4646,1022.0,4.5,33,16,271,293.0,522,2993,18,17,5.2,155.0,448,1653,12,3.7,95.0,98.0,782.0,21.0,212.0,25.5,14.2,Own 30.7,2:19,5.0,21.8,1.33,30,31,29,27,30,29,30,30,25,27.0,13,25,21,31.0,30.0,5.0,11,31,32.0,31.0,30.0,5,2,7,7,3,11,4,7,15,4.0,19,8,6,1.0,30.0,17.0,12,2,1.0,2.0,3.0
2003,1,9,Kevin Williams,Vikings,DE,390,6192,1080.0,5.7,41,18,350,337.0,558,3685,19,23,6.1,191.0,473,2507,26,5.3,139.0,137.0,1139.0,20.0,191.0,35.6,19.9,Own 31.3,2:40,5.81,32.3,2.01,442,5769,963.0,6.0,23,7,315,335.0,542,4103,33,16,7.2,198.0,394,1666,15,4.2,83.0,100.0,824.0,34.0,187.0,36.9,12.3,Own 31.1,2:28,5.3,30.7,2.13,8,2,31,27,4,13,9,20,30,12.0,8,1,1,1.0,11.0,2.0,16,12,9.0,6.0,7.0,30,26,27,30,20,17,29,32,19,32.0,6,10,17,17.0,4.0,26.0,14,9,5.0,27.0,30.0
2003,1,10,Terrell Suggs,Ravens,DE,316,4639,947.0,4.9,32,18,261,262.0,479,2847,20,14,5.5,145.0,427,1792,9,4.2,90.0,101.0,846.0,26.0,185.0,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354,5353,1077.0,5.0,31,6,316,360.0,573,3591,16,25,5.9,190.0,471,1762,17,3.7,95.0,104.0,874.0,31.0,191.0,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23,26,22,27,27,25,27,19,9,25.0,18,16,26,14.0,24.0,15.0,26,26,27.0,26.0,24.0,19,22,8,32,23,26,26,4,2,20.0,22,13,23,2.0,14.0,10.0,24,23,27.0,17.0,15.0
2003,1,11,Marcus Trufant,Seahawks,DB,355,5818,1050.0,5.5,28,12,347,361.0,587,4078,19,16,6.6,208.0,430,1740,17,4.0,104.0,100.0,792.0,35.0,179.0,33.0,15.6,Own 29.0,2:38,6.03,32.4,1.79,369,5852,1083.0,5.4,30,11,356,321.0,555,3411,21,19,5.9,191.0,500,2441,18,4.9,140.0,99.0,816.0,25.0,177.0,34.5,15.8,Own 31.4,2:52,6.3,33.1,1.92,16,7,14,13,5,7,3,20,17,6.0,17,20,9,22.0,17.0,13.0,30,13,4.0,5.0,17.0,23,28,11,17,30,21,18,15,8,16.0,30,32,27,32.0,9.0,9.0,15,31,31.0,30.0,25.0
2003,1,12,Jimmy Kennedy,Rams,DT,316,5559,1024.0,5.4,45,18,315,408.0,635,4154,24,27,6.1,219.0,343,1405,11,4.1,76.0,120.0,919.0,20.0,189.0,28.6,23.3,Own 32.0,2:36,5.57,29.4,1.6,369,5025,944.0,5.3,26,14,282,292.0,461,3209,15,12,6.4,148.0,445,1816,15,4.1,105.0,99.0,755.0,29.0,181.0,30.9,14.4,Own 29.6,2:36,5.4,27.7,1.59,23,13,32,27,14,1,2,11,32,11.0,32,30,21,20.0,22.0,1.0,13,16,17.0,12.0,23.0,23,13,22,9,8,2,12,2,24,26.0,18,14,17,13.0,20.0,15.0,7,19,10.0,16.0,11.0
2003,1,13,Ty Warren,Patriots,DT,381,5085,1031.0,4.9,24,10,304,374.0,605,3577,28,14,5.6,184.0,395,1508,9,3.8,99.0,108.0,895.0,21.0,185.0,34.6,11.9,Own 33.8,2:32,5.74,27.3,1.84,346,5377,1032.0,5.2,29,11,315,314.0,531,3179,23,18,5.6,158.0,467,2198,17,4.7,129.0,99.0,928.0,28.0,187.0,32.1,15.5,Own 31.0,2:39,5.7,28.8,1.82,10,21,7,10,19,4,12,2,9,22.0,28,28,26,27.0,14.0,25.0,3,20,12.0,20.0,16.0,17,23,14,17,20,12,11,18,12,10.0,21,31,23,29.0,15.0,11.0,13,22,23.0,21.0,20.0
2003,1,14,Michael Haynes,Bears,DE,281,4395,969.0,4.5,35,17,260,310.0,543,3051,22,18,5.2,156.0,382,1344,8,3.5,79.0,95.0,864.0,25.0,199.0,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379,5606,1086.0,5.2,28,19,328,335.0,547,3530,24,9,6.1,185.0,504,2076,13,4.1,110.0,115.0,935.0,33.0,202.0,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27,29,25,26,28,20,24,16,21,28.0,30,32,29,30.0,25.0,9.0,20,28,29.0,29.0,27.0,25,25,17,3,28,18,24,22,30,25.0,31,26,10,15.0,5.0,20.0,30,19,17.0,15.0,21.0
2003,1,15,Jerome McDougle,Eagles,DE,415,5604,1073.0,5.2,24,13,311,318.0,548,3384,27,11,5.8,164.0,489,2220,15,4.5,124.0,111.0,897.0,23.0,200.0,36.0,12.0,Own 35.2,2:30,5.54,28.0,1.92,241,4754,1009.0,4.7,38,23,272,333.0,563,3094,18,15,5.0,160.0,390,1660,5,4.3,83.0,112.0,969.0,29.0,194.0,20.6,18.0,Own 28.4,2:23,5.3,24.3,1.09,4,10,7,15,18,18,19,3,6,19.0,5,7,14,8.0,8.0,23.0,2,23,19.0,18.0,10.0,2,4,3,1,4,23,7,7,20,2.0,5,9,1,20.0,31.0,5.0,2,5,6.0,3.0,2.0
2003,1,16,Troy Polamalu,Steelers,DB,390,5952,1097.0,5.4,36,14,343,350.0,551,3832,26,22,6.6,200.0,512,2120,15,4.1,119.0,90.0,712.0,24.0,196.0,35.7,16.8,Own 33.7,2:44,5.8,30.2,1.91,345,4835,982.0,4.9,36,17,279,336.0,573,3460,19,19,5.6,178.0,359,1375,16,3.8,77.0,106.0,927.0,24.0,188.0,29.8,16.5,Own 34.2,2:22,5.4,25.6,1.66,8,5,28,20,6,16,7,8,25,7.0,3,9,14,17.0,10.0,7.0,4,7,10.0,10.0,12.0,16,7,6,5,5,26,20,9,8,9.0,1,1,20,8.0,22.0,7.0,29,4,9.0,9.0,14.0
2003,1,17,Bryant Johnson,Cardinals,WR,262,4563,1003.0,4.5,35,13,274,291.0,548,2740,18,22,4.7,148.0,414,1823,10,4.4,94.0,76.0,617.0,32.0,188.0,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417,6020,1046.0,5.8,25,8,335,335.0,535,3874,29,17,7.0,196.0,490,2146,17,4.4,117.0,111.0,969.0,22.0,187.0,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29,27,25,15,26,18,29,24,25,31.0,23,15,23,10.0,29.0,3.0,27,24,23.0,27.0,29.0,29,29,24,27,29,15,28,30,15,31.0,27,30,23,23.0,6.0,26.0,18,25,26.0,29.0,29.0
2003,1,18,Calvin Pace,Cardinals,DE,262,4563,1003.0,4.5,35,13,274,291.0,548,2740,18,22,4.7,148.0,414,1823,10,4.4,94.0,76.0,617.0,32.0,188.0,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417,6020,1046.0,5.8,25,8,335,335.0,535,3874,29,17,7.0,196.0,490,2146,17,4.4,117.0,111.0,969.0,22.0,187.0,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29,27,25,15,26,18,29,24,25,31.0,23,15,23,10.0,29.0,3.0,27,24,23.0,27.0,29.0,29,29,24,27,29,15,28,30,15,31.0,27,30,23,23.0,6.0,26.0,18,25,26.0,29.0,29.0
2003,1,19,Kyle Boller,Ravens,QB,316,4639,947.0,4.9,32,18,261,262.0,479,2847,20,14,5.5,145.0,427,1792,9,4.2,90.0,101.0,846.0,26.0,185.0,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354,5353,1077.0,5.0,31,6,316,360.0,573,3591,16,25,5.9,190.0,471,1762,17,3.7,95.0,104.0,874.0,31.0,191.0,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23,26,22,27,27,25,27,19,9,25.0,18,16,26,14.0,24.0,15.0,26,26,27.0,26.0,24.0,19,22,8,32,23,26,26,4,2,20.0,22,13,23,2.0,14.0,10.0,24,23,27.0,17.0,15.0
2003,1,20,George Foster,Broncos,T,392,6090,1057.0,5.8,27,7,357,359.0,554,3824,21,20,6.4,199.0,457,2266,21,5.0,125.0,104.0,877.0,33.0,181.0,37.6,14.9,Own 30.9,2:45,6.04,33.5,2.06,344,4826,985.0,4.9,22,13,298,360.0,566,3337,15,9,5.5,176.0,379,1489,21,3.9,100.0,99.0,829.0,22.0,177.0,34.5,10.7,Own 32.3,2:43,5.8,27.3,1.85,7,3,11,4,2,14,8,18,23,8.0,11,5,5,3.0,6.0,16.0,20,5,3.0,3.0,3.0,15,6,29,12,16,24,17,2,30,8.0,3,4,32,9.0,9.0,29.0,22,25,25.0,11.0,22.0
2003,1,21,Jeff Faine,Browns,C,344,5027,993.0,5.1,31,9,279,338.0,552,3412,27,22,5.8,171.0,406,1615,10,4.0,77.0,107.0,845.0,31.0,191.0,30.9,15.2,Own 30.5,2:31,5.35,26.2,1.7,320,5348,1024.0,5.2,29,12,291,299.0,513,3269,20,17,6.0,164.0,483,2079,12,4.3,107.0,91.0,726.0,20.0,189.0,31.7,13.2,Own 31.8,2:35,5.6,28.2,1.63,19,23,19,7,24,15,18,3,25,18.0,26,23,23,24.0,21.0,14.0,25,22,26.0,24.0,19.0,10,21,14,15,11,7,15,13,15,24.0,25,27,6,21.0,17.0,21.0,18,17,19.0,20.0,12.0
2003,1,22,Rex Grossman,Bears,QB,281,4395,969.0,4.5,35,17,260,310.0,543,3051,22,18,5.2,156.0,382,1344,8,3.5,79.0,95.0,864.0,25.0,199.0,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379,5606,1086.0,5.2,28,19,328,335.0,547,3530,24,9,6.1,185.0,504,2076,13,4.1,110.0,115.0,935.0,33.0,202.0,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27,29,25,26,28,20,24,16,21,28.0,30,32,29,30.0,25.0,9.0,20,28,29.0,29.0,27.0,25,25,17,3,28,18,24,22,30,25.0,31,26,10,15.0,5.0,20.0,30,19,17.0,15.0,21.0
2003,1,23,Willis McGahee,Bills,RB,379,5591,1054.0,5.3,31,16,355,377.0,612,3995,24,15,6.0,218.0,388,1596,17,4.1,90.0,112.0,1031.0,47.0,184.0,35.9,15.8,Own 29.7,2:43,5.91,30.3,1.97,397,5189,999.0,5.2,19,9,303,281.0,495,3067,24,10,5.8,160.0,473,2122,20,4.5,107.0,117.0,1053.0,36.0,188.0,33.5,10.1,Own 33.3,2:30,5.5,27.4,1.94,11,11,19,25,3,3,5,11,12,14.0,29,24,9,19.0,9.0,11.0,29,9,5.0,9.0,8.0,27,15,32,25,17,4,6,22,26,15.0,23,29,31,24.0,12.0,31.0,26,12,13.0,12.0,27.0
2003,1,24,Dallas Clark,Colts,TE,349,5616,1048.0,5.4,32,13,324,392.0,591,4055,27,19,6.6,213.0,434,1561,12,3.6,93.0,91.0,730.0,18.0,183.0,33.9,16.4,Own 33.1,2:43,5.9,30.7,1.87,313,4909,963.0,5.1,27,17,279,288.0,468,2917,19,10,5.8,148.0,459,1992,16,4.3,114.0,102.0,746.0,17.0,178.0,31.5,12.4,Own 32.1,2:38,5.6,27.5,1.73,17,9,22,15,9,5,4,3,22,5.0,16,26,18,29.0,16.0,8.0,5,9,6.0,7.0,15.0,7,8,18,5,5,3,2,9,26,14.0,20,20,20,22.0,19.0,25.0,20,21,16.0,14.0,18.0
2003,1,25,William Joseph,Giants,DT,320,5826,1059.0,5.5,27,13,323,338.0,549,3951,19,14,6.9,195.0,486,1875,14,3.9,95.0,113.0,955.0,33.0,189.0,31.2,13.8,Own 30.2,2:41,5.77,30.5,1.63,279,4949,985.0,5.0,25,14,266,311.0,541,3119,17,11,5.4,162.0,407,1830,12,4.5,87.0,120.0,897.0,17.0,185.0,27.0,12.4,Own 32.3,2:30,5.5,26.6,1.44,22,6,11,15,10,17,6,20,9,2.0,7,14,16,25.0,20.0,20.0,28,11,11.0,8.0,20.0,3,9,24,9,2,16,9,5,25,6.0,8,16,6,25.0,29.0,24.0,22,12,14.0,10.0,4.0
2003,1,26,Kwame Harris,49ers,T,367,5701,1082.0,5.3,17,7,342,354.0,571,3457,23,10,5.8,182.0,489,2244,16,4.6,141.0,87.0,725.0,19.0,173.0,37.6,9.2,Own 31.2,3:01,6.46,32.9,2.03,351,5158,978.0,5.3,27,8,307,340.0,552,3506,23,19,6.0,188.0,394,1652,14,4.2,96.0,82.0,681.0,23.0,169.0,34.9,14.8,Own 31.4,2:42,6.0,30.3,1.92,13,8,3,4,8,10,14,14,2,17.0,5,6,11,6.0,5.0,30.0,18,1,1.0,4.0,5.0,18,14,18,27,18,20,22,18,8,21.0,6,7,11,16.0,8.0,12.0,15,23,28.0,26.0,26.0
2003,1,27,Larry Johnson,Chiefs,RB,467,6000,965.0,6.2,15,2,343,292.0,477,3622,27,13,7.2,179.0,462,2378,26,5.1,140.0,75.0,700.0,24.0,178.0,42.7,7.9,Own 32.2,2:37,5.57,33.7,2.47,399,6248,1081.0,5.8,31,13,367,403.0,616,4181,27,18,6.4,227.0,431,2067,19,4.8,120.0,100.0,827.0,20.0,182.0,39.6,16.5,Own 31.4,2:45,6.1,34.3,2.2,1,4,1,1,6,27,11,3,8,1.0,10,3,1,2.0,1.0,31.0,9,15,16.0,2.0,1.0,28,32,8,12,32,32,31,27,12,27.0,14,24,29,30.0,1.0,8.0,15,27,30.0,32.0,32.0
2003,1,28,Andre Woolfolk,Titans,DB,367,5272,1032.0,5.1,25,10,312,306.0,500,3320,22,15,6.4,182.0,511,1952,16,3.8,112.0,112.0,891.0,18.0,182.0,34.6,13.2,Own 32.2,2:55,5.85,28.8,1.87,324,4964,974.0,5.1,29,11,297,339.0,562,3540,27,18,5.9,197.0,372,1424,7,3.8,75.0,99.0,853.0,25.0,177.0,27.1,14.7,Own 28.1,2:29,5.6,28.0,1.58,13,17,10,10,17,23,20,16,12,9.0,4,11,11,26.0,13.0,22.0,9,3,8.0,14.0,14.0,11,10,14,17,15,22,25,27,12,18.0,2,2,2,7.0,28.0,14.0,1,11,22.0,18.0,9.0
2003,1,29,Nick Barnett,Packers,LB,398,5560,1058.0,5.3,28,12,318,361.0,580,3627,29,16,6.0,197.0,451,1933,12,4.3,94.0,108.0,913.0,27.0,198.0,34.8,14.1,Own 30.8,2:36,5.52,28.0,1.87,328,4985,987.0,5.1,45,21,294,287.0,531,2987,24,24,5.2,143.0,413,1998,14,4.8,122.0,98.0,945.0,29.0,198.0,27.3,21.7,Own 33.2,2:18,5.1,25.1,1.59,6,12,14,13,11,8,10,1,17,16.0,14,12,18,11.0,12.0,19.0,22,16,21.0,17.0,13.0,12,12,1,2,14,12,3,22,3,3.0,12,21,11,31.0,27.0,1.0,25,1,3.0,7.0,10.0
2003,1,30,Sammy Davis,Chargers,DB,333,5325,1028.0,5.2,24,8,313,324.0,538,3188,17,16,5.7,166.0,466,2137,19,4.6,117.0,100.0,805.0,30.0,191.0,28.3,11.0,Own 31.3,2:36,5.53,27.8,1.6,367,6034,1056.0,5.7,27,10,326,375.0,607,4295,26,17,6.6,205.0,410,1739,15,4.2,91.0,103.0,854.0,30.0,196.0,31.6,13.8,Own 28.9,2:33,5.5,30.8,1.79,20,16,7,6,16,21,22,28,17,20.0,9,8,7,7.0,23.0,26.0,16,16,20.0,19.0,21.0,22,30,18,23,26,31,32,26,15,28.0,10,11,17,18.0,18.0,19.0,4,15,15.0,28.0,19.0
2003,1,31,Nnamdi Asomugha,Raiders,DB,450,6237,1069.0,5.8,19,9,366,418.0,619,4475,26,10,6.8,226.0,414,1762,21,4.3,113.0,129.0,1094.0,27.0,171.0,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304,4979,997.0,5.0,31,10,319,346.0,570,3526,21,21,5.8,189.0,384,1453,14,3.8,96.0,103.0,787.0,34.0,181.0,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2,1,4,7,1,2,1,8,2,3.0,23,18,5,13.0,2.0,29.0,18,2,2.0,1.0,2.0,6,11,8,23,24,25,23,15,5,12.0,4,3,11,4.0,24.0,6.0,9,16,21.0,13.0,13.0
2003,1,32,Tyler Brayton,Raiders,DE,450,6237,1069.0,5.8,19,9,366,418.0,619,4475,26,10,6.8,226.0,414,1762,21,4.3,113.0,129.0,1094.0,27.0,171.0,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304,4979,997.0,5.0,31,10,319,346.0,570,3526,21,21,5.8,189.0,384,1453,14,3.8,96.0,103.0,787.0,34.0,181.0,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2,1,4,7,1,2,1,8,2,3.0,23,18,5,13.0,2.0,29.0,18,2,2.0,1.0,2.0,6,11,8,23,24,25,23,15,5,12.0,4,3,11,4.0,24.0,6.0,9,16,21.0,13.0,13.0
2002,1,1,David Carr,Texans,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,2,Julius Peppers,Panthers,DE,253,4254,965.0,4.4,35,13,236,314.0,579,2882,12,22,4.7,144.0,354,1372,9,3.9,68.0,87.0,747.0,24.0,201.0,22.4,15.9,Own 32.0,2:12,4.94,21.0,1.11,410,5943,1057.0,5.6,36,12,304,306.0,510,3642,25,24,6.8,187.0,521,2301,13,4.4,106.0,96.0,793.0,11.0,199.0,31.7,16.6,Own 30.1,2:38,5.5,29.6,1.71,29,30,23,16,31,4,26,30,24,31.0,30,29,23,22.0,30.0,12.0,14,31,30.0,31.0,30.0,28,31,7,14,27,10,28,24,3,29.0,31,31,20,23.0,11.0,11.0,9,24,19.0,28.0,23.0
2002,1,3,Joey Harrington,Lions,QB,270,4994,1026.0,4.9,38,14,289,343.0,609,3596,18,24,5.3,184.0,351,1398,8,4.0,74.0,116.0,1081.0,31.0,188.0,25.0,19.7,Own 28.4,2:26,5.62,26.4,1.3,424,5521,1015.0,5.4,22,6,321,312.0,514,3528,30,16,6.5,189.0,470,1993,15,4.2,99.0,95.0,896.0,33.0,187.0,34.2,10.7,Own 31.1,2:41,5.6,29.4,1.99,26,16,27,23,15,1,6,17,29,25.0,31,28,26,17.0,26.0,3.0,30,23,8.0,17.0,26.0,30,26,29,31,30,12,25,29,17,24.0,22,23,22,20.0,5.0,28.0,18,26,24.0,26.0,27.0
2002,1,4,Mike Williams,Bills,T,265,5137,1009.0,5.1,33,13,287,327.0,557,3451,18,20,5.7,180.0,406,1686,9,4.2,75.0,123.0,954.0,32.0,184.0,24.5,16.8,Own 26.9,2:32,5.64,27.9,1.32,420,5292,969.0,5.5,19,8,302,284.0,453,3159,23,11,6.5,154.0,482,2133,20,4.4,122.0,93.0,835.0,26.0,182.0,39.0,9.3,Own 36.6,2:44,5.5,28.9,2.12,27,13,19,16,19,7,12,17,20,17.0,26,22,23,12.0,28.0,7.0,31,15,6.0,8.0,25.0,29,21,30,28,25,2,13,20,29,25.0,27,26,29,24.0,3.0,30.0,31,28,23.0,25.0,30.0
2002,1,5,Quentin Jammer,Chargers,DB,332,5200,1010.0,5.1,29,11,290,309.0,548,3505,16,18,6.1,177.0,435,1695,13,3.9,92.0,97.0,777.0,21.0,194.0,30.4,14.4,Own 32.5,2:31,5.43,26.7,1.51,321,4904,1025.0,4.8,31,12,290,317.0,535,3400,24,19,5.9,166.0,449,1504,10,3.3,99.0,79.0,632.0,25.0,199.0,30.2,15.1,Own 30.7,2:25,5.3,24.5,1.59,14,11,17,10,14,13,11,24,17,11.0,18,20,11,20.0,12.0,15.0,9,16,18.0,15.0,18.0,16,11,13,14,16,20,20,23,12,17.0,16,7,11,1.0,15.0,12.0,14,5,13.0,7.0,17.0
