Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
DT,Patriots,2003,13,381.0,5085.0,1031.0,4.9,24.0,10.0,304.0,374.0,605.0,3577.0,28.0,14.0,5.6,184.0,395.0,1508.0,9.0,3.8,99.0,108.0,895.0,21.0,185.0,34.6,11.9,Own 33.8,2:32,5.74,27.3,1.84,346.0,5377.0,1032.0,5.2,29.0,11.0,315.0,314.0,531.0,3179.0,23.0,18.0,5.6,158.0,467.0,2198.0,17.0,4.7,129.0,99.0,928.0,28.0,187.0,32.1,15.5,Own 31.0,2:39,5.7,28.8,1.82,10.0,21.0,,,7.0,10.0,19.0,,4.0,12.0,2.0,9.0,22.0,,28.0,28.0,26.0,27.0,,,,,,14.0,25.0,3.0,20.0,12.0,20.0,16.0,17.0,23.0,,,14.0,17.0,20.0,,12.0,11.0,18.0,12.0,10.0,,21.0,31.0,23.0,29.0,,,,,,15.0,11.0,13.0,22.0,23.0,21.0,20.0
DE,Bears,2003,14,281.0,4395.0,969.0,4.5,35.0,17.0,260.0,310.0,543.0,3051.0,22.0,18.0,5.2,156.0,382.0,1344.0,8.0,3.5,79.0,95.0,864.0,25.0,199.0,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379.0,5606.0,1086.0,5.2,28.0,19.0,328.0,335.0,547.0,3530.0,24.0,9.0,6.1,185.0,504.0,2076.0,13.0,4.1,110.0,115.0,935.0,33.0,202.0,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27.0,29.0,,,25.0,26.0,28.0,,20.0,24.0,16.0,21.0,28.0,,30.0,32.0,29.0,30.0,,,,,,25.0,9.0,20.0,28.0,29.0,29.0,27.0,25.0,25.0,,,17.0,3.0,28.0,,18.0,24.0,22.0,30.0,25.0,,31.0,26.0,10.0,15.0,,,,,,5.0,20.0,30.0,19.0,17.0,15.0,21.0
DE,Eagles,2003,15,415.0,5604.0,1073.0,5.2,24.0,13.0,311.0,318.0,548.0,3384.0,27.0,11.0,5.8,164.0,489.0,2220.0,15.0,4.5,124.0,111.0,897.0,23.0,200.0,36.0,12.0,Own 35.2,2:30,5.54,28.0,1.92,241.0,4754.0,1009.0,4.7,38.0,23.0,272.0,333.0,563.0,3094.0,18.0,15.0,5.0,160.0,390.0,1660.0,5.0,4.3,83.0,112.0,969.0,29.0,194.0,20.6,18.0,Own 28.4,2:23,5.3,24.3,1.09,4.0,10.0,,,7.0,15.0,18.0,,18.0,19.0,3.0,6.0,19.0,,5.0,7.0,14.0,8.0,,,,,,8.0,23.0,2.0,23.0,19.0,18.0,10.0,2.0,4.0,,,3.0,1.0,4.0,,23.0,7.0,7.0,20.0,2.0,,5.0,9.0,1.0,20.0,,,,,,31.0,5.0,2.0,5.0,6.0,3.0,2.0
DB,Steelers,2003,16,390.0,5952.0,1097.0,5.4,36.0,14.0,343.0,350.0,551.0,3832.0,26.0,22.0,6.6,200.0,512.0,2120.0,15.0,4.1,119.0,90.0,712.0,24.0,196.0,35.7,16.8,Own 33.7,2:44,5.8,30.2,1.91,345.0,4835.0,982.0,4.9,36.0,17.0,279.0,336.0,573.0,3460.0,19.0,19.0,5.6,178.0,359.0,1375.0,16.0,3.8,77.0,106.0,927.0,24.0,188.0,29.8,16.5,Own 34.2,2:22,5.4,25.6,1.66,8.0,5.0,,,28.0,20.0,6.0,,16.0,7.0,8.0,25.0,7.0,,3.0,9.0,14.0,17.0,,,,,,10.0,7.0,4.0,7.0,10.0,10.0,12.0,16.0,7.0,,,6.0,5.0,5.0,,26.0,20.0,9.0,8.0,9.0,,1.0,1.0,20.0,8.0,,,,,,22.0,7.0,29.0,4.0,9.0,9.0,14.0
WR,Cardinals,2003,17,262.0,4563.0,1003.0,4.5,35.0,13.0,274.0,291.0,548.0,2740.0,18.0,22.0,4.7,148.0,414.0,1823.0,10.0,4.4,94.0,76.0,617.0,32.0,188.0,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417.0,6020.0,1046.0,5.8,25.0,8.0,335.0,335.0,535.0,3874.0,29.0,17.0,7.0,196.0,490.0,2146.0,17.0,4.4,117.0,111.0,969.0,22.0,187.0,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29.0,27.0,,,25.0,15.0,26.0,,18.0,29.0,24.0,25.0,31.0,,23.0,15.0,23.0,10.0,,,,,,29.0,3.0,27.0,24.0,23.0,27.0,29.0,29.0,29.0,,,24.0,27.0,29.0,,15.0,28.0,30.0,15.0,31.0,,27.0,30.0,23.0,23.0,,,,,,6.0,26.0,18.0,25.0,26.0,29.0,29.0
DE,Cardinals,2003,18,262.0,4563.0,1003.0,4.5,35.0,13.0,274.0,291.0,548.0,2740.0,18.0,22.0,4.7,148.0,414.0,1823.0,10.0,4.4,94.0,76.0,617.0,32.0,188.0,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417.0,6020.0,1046.0,5.8,25.0,8.0,335.0,335.0,535.0,3874.0,29.0,17.0,7.0,196.0,490.0,2146.0,17.0,4.4,117.0,111.0,969.0,22.0,187.0,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29.0,27.0,,,25.0,15.0,26.0,,18.0,29.0,24.0,25.0,31.0,,23.0,15.0,23.0,10.0,,,,,,29.0,3.0,27.0,24.0,23.0,27.0,29.0,29.0,29.0,,,24.0,27.0,29.0,,15.0,28.0,30.0,15.0,31.0,,27.0,30.0,23.0,23.0,,,,,,6.0,26.0,18.0,25.0,26.0,29.0,29.0
QB,Ravens,2003,19,316.0,4639.0,947.0,4.9,32.0,18.0,261.0,262.0,479.0,2847.0,20.0,14.0,5.5,145.0,427.0,1792.0,9.0,4.2,90.0,101.0,846.0,26.0,185.0,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354.0,5353.0,1077.0,5.0,31.0,6.0,316.0,360.0,573.0,3591.0,16.0,25.0,5.9,190.0,471.0,1762.0,17.0,3.7,95.0,104.0,874.0,31.0,191.0,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23.0,26.0,,,22.0,27.0,27.0,,25.0,27.0,19.0,9.0,25.0,,18.0,16.0,26.0,14.0,,,,,,24.0,15.0,26.0,26.0,27.0,26.0,24.0,19.0,22.0,,,8.0,32.0,23.0,,26.0,26.0,4.0,2.0,20.0,,22.0,13.0,23.0,2.0,,,,,,14.0,10.0,24.0,23.0,27.0,17.0,15.0
 T,Broncos,2003,20,392.0,6090.0,1057.0,5.8,27.0,7.0,357.0,359.0,554.0,3824.0,21.0,20.0,6.4,199.0,457.0,2266.0,21.0,5.0,125.0,104.0,877.0,33.0,181.0,37.6,14.9,Own 30.9,2:45,6.04,33.5,2.06,344.0,4826.0,985.0,4.9,22.0,13.0,298.0,360.0,566.0,3337.0,15.0,9.0,5.5,176.0,379.0,1489.0,21.0,3.9,100.0,99.0,829.0,22.0,177.0,34.5,10.7,Own 32.3,2:43,5.8,27.3,1.85,7.0,3.0,,,11.0,4.0,2.0,,14.0,8.0,18.0,23.0,8.0,,11.0,5.0,5.0,3.0,,,,,,6.0,16.0,20.0,5.0,3.0,3.0,3.0,15.0,6.0,,,29.0,12.0,16.0,,24.0,17.0,2.0,30.0,8.0,,3.0,4.0,32.0,9.0,,,,,,9.0,29.0,22.0,25.0,25.0,11.0,22.0
 C,Browns,2003,21,344.0,5027.0,993.0,5.1,31.0,9.0,279.0,338.0,552.0,3412.0,27.0,22.0,5.8,171.0,406.0,1615.0,10.0,4.0,77.0,107.0,845.0,31.0,191.0,30.9,15.2,Own 30.5,2:31,5.35,26.2,1.7,320.0,5348.0,1024.0,5.2,29.0,12.0,291.0,299.0,513.0,3269.0,20.0,17.0,6.0,164.0,483.0,2079.0,12.0,4.3,107.0,91.0,726.0,20.0,189.0,31.7,13.2,Own 31.8,2:35,5.6,28.2,1.63,19.0,23.0,,,19.0,7.0,24.0,,15.0,18.0,3.0,25.0,18.0,,26.0,23.0,23.0,24.0,,,,,,21.0,14.0,25.0,22.0,26.0,24.0,19.0,10.0,21.0,,,14.0,15.0,11.0,,7.0,15.0,13.0,15.0,24.0,,25.0,27.0,6.0,21.0,,,,,,17.0,21.0,18.0,17.0,19.0,20.0,12.0
QB,Bears,2003,22,281.0,4395.0,969.0,4.5,35.0,17.0,260.0,310.0,543.0,3051.0,22.0,18.0,5.2,156.0,382.0,1344.0,8.0,3.5,79.0,95.0,864.0,25.0,199.0,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379.0,5606.0,1086.0,5.2,28.0,19.0,328.0,335.0,547.0,3530.0,24.0,9.0,6.1,185.0,504.0,2076.0,13.0,4.1,110.0,115.0,935.0,33.0,202.0,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27.0,29.0,,,25.0,26.0,28.0,,20.0,24.0,16.0,21.0,28.0,,30.0,32.0,29.0,30.0,,,,,,25.0,9.0,20.0,28.0,29.0,29.0,27.0,25.0,25.0,,,17.0,3.0,28.0,,18.0,24.0,22.0,30.0,25.0,,31.0,26.0,10.0,15.0,,,,,,5.0,20.0,30.0,19.0,17.0,15.0,21.0
RB,Bills,2003,23,379.0,5591.0,1054.0,5.3,31.0,16.0,355.0,377.0,612.0,3995.0,24.0,15.0,6.0,218.0,388.0,1596.0,17.0,4.1,90.0,112.0,1031.0,47.0,184.0,35.9,15.8,Own 29.7,2:43,5.91,30.3,1.97,397.0,5189.0,999.0,5.2,19.0,9.0,303.0,281.0,495.0,3067.0,24.0,10.0,5.8,160.0,473.0,2122.0,20.0,4.5,107.0,117.0,1053.0,36.0,188.0,33.5,10.1,Own 33.3,2:30,5.5,27.4,1.94,11.0,11.0,,,19.0,25.0,3.0,,3.0,5.0,11.0,12.0,14.0,,29.0,24.0,9.0,19.0,,,,,,9.0,11.0,29.0,9.0,5.0,9.0,8.0,27.0,15.0,,,32.0,25.0,17.0,,4.0,6.0,22.0,26.0,15.0,,23.0,29.0,31.0,24.0,,,,,,12.0,31.0,26.0,12.0,13.0,12.0,27.0
TE,Colts,2003,24,349.0,5616.0,1048.0,5.4,32.0,13.0,324.0,392.0,591.0,4055.0,27.0,19.0,6.6,213.0,434.0,1561.0,12.0,3.6,93.0,91.0,730.0,18.0,183.0,33.9,16.4,Own 33.1,2:43,5.9,30.7,1.87,313.0,4909.0,963.0,5.1,27.0,17.0,279.0,288.0,468.0,2917.0,19.0,10.0,5.8,148.0,459.0,1992.0,16.0,4.3,114.0,102.0,746.0,17.0,178.0,31.5,12.4,Own 32.1,2:38,5.6,27.5,1.73,17.0,9.0,,,22.0,15.0,9.0,,5.0,4.0,3.0,22.0,5.0,,16.0,26.0,18.0,29.0,,,,,,16.0,8.0,5.0,9.0,6.0,7.0,15.0,7.0,8.0,,,18.0,5.0,5.0,,3.0,2.0,9.0,26.0,14.0,,20.0,20.0,20.0,22.0,,,,,,19.0,25.0,20.0,21.0,16.0,14.0,18.0
DT,Giants,2003,25,320.0,5826.0,1059.0,5.5,27.0,13.0,323.0,338.0,549.0,3951.0,19.0,14.0,6.9,195.0,486.0,1875.0,14.0,3.9,95.0,113.0,955.0,33.0,189.0,31.2,13.8,Own 30.2,2:41,5.77,30.5,1.63,279.0,4949.0,985.0,5.0,25.0,14.0,266.0,311.0,541.0,3119.0,17.0,11.0,5.4,162.0,407.0,1830.0,12.0,4.5,87.0,120.0,897.0,17.0,185.0,27.0,12.4,Own 32.3,2:30,5.5,26.6,1.44,22.0,6.0,,,11.0,15.0,10.0,,17.0,6.0,20.0,9.0,2.0,,7.0,14.0,16.0,25.0,,,,,,20.0,20.0,28.0,11.0,11.0,8.0,20.0,3.0,9.0,,,24.0,9.0,2.0,,16.0,9.0,5.0,25.0,6.0,,8.0,16.0,6.0,25.0,,,,,,29.0,24.0,22.0,12.0,14.0,10.0,4.0
 T,49ers,2003,26,367.0,5701.0,1082.0,5.3,17.0,7.0,342.0,354.0,571.0,3457.0,23.0,10.0,5.8,182.0,489.0,2244.0,16.0,4.6,141.0,87.0,725.0,19.0,173.0,37.6,9.2,Own 31.2,3:01,6.46,32.9,2.03,351.0,5158.0,978.0,5.3,27.0,8.0,307.0,340.0,552.0,3506.0,23.0,19.0,6.0,188.0,394.0,1652.0,14.0,4.2,96.0,82.0,681.0,23.0,169.0,34.9,14.8,Own 31.4,2:42,6.0,30.3,1.92,13.0,8.0,,,3.0,4.0,8.0,,10.0,14.0,14.0,2.0,17.0,,5.0,6.0,11.0,6.0,,,,,,5.0,30.0,18.0,1.0,1.0,4.0,5.0,18.0,14.0,,,18.0,27.0,18.0,,20.0,22.0,18.0,8.0,21.0,,6.0,7.0,11.0,16.0,,,,,,8.0,12.0,15.0,23.0,28.0,26.0,26.0
RB,Chiefs,2003,27,467.0,6000.0,965.0,6.2,15.0,2.0,343.0,292.0,477.0,3622.0,27.0,13.0,7.2,179.0,462.0,2378.0,26.0,5.1,140.0,75.0,700.0,24.0,178.0,42.7,7.9,Own 32.2,2:37,5.57,33.7,2.47,399.0,6248.0,1081.0,5.8,31.0,13.0,367.0,403.0,616.0,4181.0,27.0,18.0,6.4,227.0,431.0,2067.0,19.0,4.8,120.0,100.0,827.0,20.0,182.0,39.6,16.5,Own 31.4,2:45,6.1,34.3,2.2,1.0,4.0,,,1.0,1.0,6.0,,27.0,11.0,3.0,8.0,1.0,,10.0,3.0,1.0,2.0,,,,,,1.0,31.0,9.0,15.0,16.0,2.0,1.0,28.0,32.0,,,8.0,12.0,32.0,,32.0,31.0,27.0,12.0,27.0,,14.0,24.0,29.0,30.0,,,,,,1.0,8.0,15.0,27.0,30.0,32.0,32.0
DB,Titans,2003,28,367.0,5272.0,1032.0,5.1,25.0,10.0,312.0,306.0,500.0,3320.0,22.0,15.0,6.4,182.0,511.0,1952.0,16.0,3.8,112.0,112.0,891.0,18.0,182.0,34.6,13.2,Own 32.2,2:55,5.85,28.8,1.87,324.0,4964.0,974.0,5.1,29.0,11.0,297.0,339.0,562.0,3540.0,27.0,18.0,5.9,197.0,372.0,1424.0,7.0,3.8,75.0,99.0,853.0,25.0,177.0,27.1,14.7,Own 28.1,2:29,5.6,28.0,1.58,13.0,17.0,,,10.0,10.0,17.0,,23.0,20.0,16.0,12.0,9.0,,4.0,11.0,11.0,26.0,,,,,,13.0,22.0,9.0,3.0,8.0,14.0,14.0,11.0,10.0,,,14.0,17.0,15.0,,22.0,25.0,27.0,12.0,18.0,,2.0,2.0,2.0,7.0,,,,,,28.0,14.0,1.0,11.0,22.0,18.0,9.0
LB,Packers,2003,29,398.0,5560.0,1058.0,5.3,28.0,12.0,318.0,361.0,580.0,3627.0,29.0,16.0,6.0,197.0,451.0,1933.0,12.0,4.3,94.0,108.0,913.0,27.0,198.0,34.8,14.1,Own 30.8,2:36,5.52,28.0,1.87,328.0,4985.0,987.0,5.1,45.0,21.0,294.0,287.0,531.0,2987.0,24.0,24.0,5.2,143.0,413.0,1998.0,14.0,4.8,122.0,98.0,945.0,29.0,198.0,27.3,21.7,Own 33.2,2:18,5.1,25.1,1.59,6.0,12.0,,,14.0,13.0,11.0,,8.0,10.0,1.0,17.0,16.0,,14.0,12.0,18.0,11.0,,,,,,12.0,19.0,22.0,16.0,21.0,17.0,13.0,12.0,12.0,,,1.0,2.0,14.0,,12.0,3.0,22.0,3.0,3.0,,12.0,21.0,11.0,31.0,,,,,,27.0,1.0,25.0,1.0,3.0,7.0,10.0
DB,Chargers,2003,30,333.0,5325.0,1028.0,5.2,24.0,8.0,313.0,324.0,538.0,3188.0,17.0,16.0,5.7,166.0,466.0,2137.0,19.0,4.6,117.0,100.0,805.0,30.0,191.0,28.3,11.0,Own 31.3,2:36,5.53,27.8,1.6,367.0,6034.0,1056.0,5.7,27.0,10.0,326.0,375.0,607.0,4295.0,26.0,17.0,6.6,205.0,410.0,1739.0,15.0,4.2,91.0,103.0,854.0,30.0,196.0,31.6,13.8,Own 28.9,2:33,5.5,30.8,1.79,20.0,16.0,,,7.0,6.0,16.0,,21.0,22.0,28.0,17.0,20.0,,9.0,8.0,7.0,7.0,,,,,,23.0,26.0,16.0,16.0,20.0,19.0,21.0,22.0,30.0,,,18.0,23.0,26.0,,31.0,32.0,26.0,15.0,28.0,,10.0,11.0,17.0,18.0,,,,,,18.0,19.0,4.0,15.0,15.0,28.0,19.0
DB,Raiders,2003,31,450.0,6237.0,1069.0,5.8,19.0,9.0,366.0,418.0,619.0,4475.0,26.0,10.0,6.8,226.0,414.0,1762.0,21.0,4.3,113.0,129.0,1094.0,27.0,171.0,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304.0,4979.0,997.0,5.0,31.0,10.0,319.0,346.0,570.0,3526.0,21.0,21.0,5.8,189.0,384.0,1453.0,14.0,3.8,96.0,103.0,787.0,34.0,181.0,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2.0,1.0,,,4.0,7.0,1.0,,2.0,1.0,8.0,2.0,3.0,,23.0,18.0,5.0,13.0,,,,,,2.0,29.0,18.0,2.0,2.0,1.0,2.0,6.0,11.0,,,8.0,23.0,24.0,,25.0,23.0,15.0,5.0,12.0,,4.0,3.0,11.0,4.0,,,,,,24.0,6.0,9.0,16.0,21.0,13.0,13.0
DE,Raiders,2003,32,450.0,6237.0,1069.0,5.8,19.0,9.0,366.0,418.0,619.0,4475.0,26.0,10.0,6.8,226.0,414.0,1762.0,21.0,4.3,113.0,129.0,1094.0,27.0,171.0,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304.0,4979.0,997.0,5.0,31.0,10.0,319.0,346.0,570.0,3526.0,21.0,21.0,5.8,189.0,384.0,1453.0,14.0,3.8,96.0,103.0,787.0,34.0,181.0,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2.0,1.0,,,4.0,7.0,1.0,,2.0,1.0,8.0,2.0,3.0,,23.0,18.0,5.0,13.0,,,,,,2.0,29.0,18.0,2.0,2.0,1.0,2.0,6.0,11.0,,,8.0,23.0,24.0,,25.0,23.0,15.0,5.0,12.0,,4.0,3.0,11.0,4.0,,,,,,24.0,6.0,9.0,16.0,21.0,13.0,13.0
DE,Panthers,2002,2,253.0,4254.0,965.0,4.4,35.0,13.0,236.0,314.0,579.0,2882.0,12.0,22.0,4.7,144.0,354.0,1372.0,9.0,3.9,68.0,87.0,747.0,24.0,201.0,22.4,15.9,Own 32.0,2:12,4.94,21.0,1.11,410.0,5943.0,1057.0,5.6,36.0,12.0,304.0,306.0,510.0,3642.0,25.0,24.0,6.8,187.0,521.0,2301.0,13.0,4.4,106.0,96.0,793.0,11.0,199.0,31.7,16.6,Own 30.1,2:38,5.5,29.6,1.71,29.0,30.0,,,23.0,16.0,31.0,,4.0,26.0,30.0,24.0,31.0,,30.0,29.0,23.0,22.0,,,,,,30.0,12.0,14.0,31.0,30.0,31.0,30.0,28.0,31.0,,,7.0,14.0,27.0,,10.0,28.0,24.0,3.0,29.0,,31.0,31.0,20.0,23.0,,,,,,11.0,11.0,9.0,24.0,19.0,28.0,23.0
QB,Lions,2002,3,270.0,4994.0,1026.0,4.9,38.0,14.0,289.0,343.0,609.0,3596.0,18.0,24.0,5.3,184.0,351.0,1398.0,8.0,4.0,74.0,116.0,1081.0,31.0,188.0,25.0,19.7,Own 28.4,2:26,5.62,26.4,1.3,424.0,5521.0,1015.0,5.4,22.0,6.0,321.0,312.0,514.0,3528.0,30.0,16.0,6.5,189.0,470.0,1993.0,15.0,4.2,99.0,95.0,896.0,33.0,187.0,34.2,10.7,Own 31.1,2:41,5.6,29.4,1.99,26.0,16.0,,,27.0,23.0,15.0,,1.0,6.0,17.0,29.0,25.0,,31.0,28.0,26.0,17.0,,,,,,26.0,3.0,30.0,23.0,8.0,17.0,26.0,30.0,26.0,,,29.0,31.0,30.0,,12.0,25.0,29.0,17.0,24.0,,22.0,23.0,22.0,20.0,,,,,,5.0,28.0,18.0,26.0,24.0,26.0,27.0
 T,Bills,2002,4,265.0,5137.0,1009.0,5.1,33.0,13.0,287.0,327.0,557.0,3451.0,18.0,20.0,5.7,180.0,406.0,1686.0,9.0,4.2,75.0,123.0,954.0,32.0,184.0,24.5,16.8,Own 26.9,2:32,5.64,27.9,1.32,420.0,5292.0,969.0,5.5,19.0,8.0,302.0,284.0,453.0,3159.0,23.0,11.0,6.5,154.0,482.0,2133.0,20.0,4.4,122.0,93.0,835.0,26.0,182.0,39.0,9.3,Own 36.6,2:44,5.5,28.9,2.12,27.0,13.0,,,19.0,16.0,19.0,,7.0,12.0,17.0,20.0,17.0,,26.0,22.0,23.0,12.0,,,,,,28.0,7.0,31.0,15.0,6.0,8.0,25.0,29.0,21.0,,,30.0,28.0,25.0,,2.0,13.0,20.0,29.0,25.0,,27.0,26.0,29.0,24.0,,,,,,3.0,30.0,31.0,28.0,23.0,25.0,30.0
DB,Chargers,2002,5,332.0,5200.0,1010.0,5.1,29.0,11.0,290.0,309.0,548.0,3505.0,16.0,18.0,6.1,177.0,435.0,1695.0,13.0,3.9,92.0,97.0,777.0,21.0,194.0,30.4,14.4,Own 32.5,2:31,5.43,26.7,1.51,321.0,4904.0,1025.0,4.8,31.0,12.0,290.0,317.0,535.0,3400.0,24.0,19.0,5.9,166.0,449.0,1504.0,10.0,3.3,99.0,79.0,632.0,25.0,199.0,30.2,15.1,Own 30.7,2:25,5.3,24.5,1.59,14.0,11.0,,,17.0,10.0,14.0,,13.0,11.0,24.0,17.0,11.0,,18.0,20.0,11.0,20.0,,,,,,12.0,15.0,9.0,16.0,18.0,15.0,18.0,16.0,11.0,,,13.0,14.0,16.0,,20.0,20.0,23.0,12.0,17.0,,16.0,7.0,11.0,1.0,,,,,,15.0,12.0,14.0,5.0,13.0,7.0,17.0
DT,Chiefs,2002,6,320.0,5673.0,1015.0,5.6,33.0,9.0,324.0,300.0,528.0,3665.0,17.0,24.0,6.5,178.0,448.0,2008.0,16.0,4.5,119.0,68.0,602.0,27.0,190.0,31.6,16.3,Own 30.9,2:28,5.53,29.9,1.64,344.0,5304.0,1003.0,5.3,26.0,13.0,296.0,296.0,491.0,3164.0,19.0,13.0,6.1,167.0,481.0,2140.0,15.0,4.4,111.0,87.0,761.0,18.0,190.0,32.1,11.6,Own 30.5,2:37,5.5,27.9,1.68,16.0,5.0,,,19.0,5.0,4.0,,15.0,5.0,22.0,29.0,6.0,,13.0,6.0,4.0,5.0,,,,,,10.0,10.0,20.0,21.0,10.0,5.0,11.0,23.0,23.0,,,22.0,9.0,19.0,,7.0,14.0,13.0,25.0,22.0,,25.0,27.0,22.0,25.0,,,,,,8.0,25.0,13.0,22.0,18.0,19.0,22.0
 T,Vikings,2002,7,290.0,5185.0,978.0,5.3,39.0,16.0,288.0,335.0,555.0,3576.0,23.0,23.0,5.9,179.0,376.0,1609.0,10.0,4.3,88.0,109.0,836.0,21.0,182.0,26.4,20.3,Own 29.2,2:34,5.48,28.4,1.52,390.0,5666.0,985.0,5.8,18.0,10.0,312.0,291.0,478.0,3367.0,16.0,8.0,6.6,166.0,477.0,2299.0,21.0,4.8,127.0,92.0,874.0,19.0,177.0,39.5,9.0,Own 31.0,2:47,5.8,31.8,2.02,24.0,12.0,,,30.0,27.0,17.0,,10.0,7.0,9.0,27.0,13.0,,28.0,25.0,20.0,10.0,,,,,,23.0,2.0,28.0,13.0,13.0,7.0,17.0,26.0,27.0,,,31.0,24.0,28.0,,5.0,18.0,7.0,31.0,27.0,,24.0,30.0,31.0,31.0,,,,,,2.0,31.0,17.0,30.0,28.0,30.0,28.0
DB,Cowboys,2002,8,246.0,4402.0,952.0,4.6,34.0,14.0,247.0,210.0,413.0,2218.0,14.0,20.0,5.0,110.0,505.0,2184.0,8.0,4.3,114.0,91.0,744.0,23.0,188.0,23.4,16.0,Own 32.0,2:35,5.24,23.2,1.17,338.0,4599.0,985.0,4.7,25.0,16.0,272.0,287.0,489.0,2889.0,20.0,9.0,5.6,160.0,472.0,1710.0,12.0,3.6,90.0,69.0,634.0,22.0,186.0,31.7,10.2,Own 34.7,2:35,5.5,24.6,1.64,30.0,29.0,,,22.0,23.0,28.0,,31.0,31.0,27.0,20.0,29.0,,3.0,3.0,26.0,7.0,,,,,,29.0,11.0,14.0,11.0,25.0,28.0,29.0,20.0,4.0,,,23.0,5.0,8.0,,6.0,3.0,16.0,30.0,11.0,,23.0,13.0,19.0,8.0,,,,,,10.0,29.0,29.0,20.0,20.0,8.0,21.0
DT,Jaguars,2002,9,294.0,4840.0,969.0,5.0,27.0,13.0,289.0,321.0,534.0,3240.0,20.0,14.0,5.4,181.0,372.0,1600.0,11.0,4.3,85.0,97.0,710.0,23.0,192.0,25.5,13.0,Own 31.1,2:20,5.19,25.0,1.41,286.0,5070.0,1056.0,4.8,24.0,12.0,300.0,354.0,544.0,3459.0,13.0,12.0,5.9,193.0,469.0,1611.0,15.0,3.4,89.0,96.0,834.0,18.0,187.0,28.9,11.8,Own 31.9,2:44,5.8,27.0,1.47,21.0,20.0,,,9.0,16.0,15.0,,14.0,18.0,12.0,7.0,22.0,,29.0,26.0,14.0,9.0,,,,,,24.0,20.0,18.0,28.0,26.0,23.0,24.0,10.0,16.0,,,25.0,14.0,22.0,,22.0,22.0,2.0,28.0,16.0,,21.0,10.0,22.0,2.0,,,,,,16.0,23.0,22.0,28.0,30.0,18.0,12.0
